date,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13
11/26/2020 5:00,208.5606617,332.872556,-426.3352049,-189.5145935,149.1329386,752.4523847,-747.4976012,-1358.480499,-185.8852481,504.0106886,-300.1269181,-182.2334888,4086.634324
11/26/2020 6:00,169.9433142,-27.23381511,-545.4439681,-167.3088395,148.773293,696.2101928,-739.5632861,-1347.439997,-187.4685731,504.8101094,-300.0540835,-182.3332201,4086.638873
11/26/2020 7:00,-405.7835368,-391.5332555,-608.110529,-137.7186742,146.3035395,638.3283299,-731.2424247,-1336.211927,-189.0477839,505.6058217,-299.9799301,-182.4330144,4086.643384
11/26/2020 8:00,-355.7920946,-644.3173706,-597.6781797,-101.1303073,141.8735474,578.947269,-722.5396833,-1324.798677,-190.622849,506.3978148,-299.9044565,-182.5328718,4086.647858
11/26/2020 9:00,-426.8921503,-678.9182243,-500.2504146,-59.11792881,135.6440607,518.212838,-713.4597281,-1313.202635,-192.1937366,507.1860779,-299.8276616,-182.6327922,4086.652295
11/26/2020 10:00,-331.5328557,-521.4059279,-322.0695067,-13.61494118,127.8411879,456.2708988,-704.0072255,-1301.426189,-193.7604153,507.9706002,-299.7495442,-182.7327755,4086.656694
11/26/2020 11:00,-45.19740229,-285.8854922,-92.12855629,33.40202493,118.7340326,393.2673133,-694.1868417,-1289.471727,-195.3228534,508.7513709,-299.670103,-182.8328218,4086.661056
11/26/2020 12:00,50.79996018,-9.726092896,155.8745595,79.9729075,108.5751296,329.3479433,-684.0032432,-1277.341637,-196.8810193,509.5283793,-299.5893369,-182.9329309,4086.66538
11/26/2020 13:00,-37.66950661,283.0475829,388.2419637,124.1774893,97.57716902,264.6586506,-673.4610961,-1265.038306,-198.4348814,510.3016146,-299.5072446,-183.0331028,4086.669667
11/26/2020 14:00,25.30116218,532.1451449,571.2757792,164.1088265,85.93956734,199.3452971,-662.5650667,-1252.564122,-199.9844083,511.0710661,-299.423825,-183.1333374,4086.673916
11/26/2020 15:00,158.9456831,693.3594512,671.2781288,197.8608216,73.86089497,133.5537445,-651.3198215,-1239.921474,-201.5295681,511.8367229,-299.3390769,-183.2336348,4086.678129
11/26/2020 16:00,255.1699336,689.2980918,661.5210425,223.6902157,61.54008361,67.42985469,-639.7300266,-1227.112749,-203.0703295,512.5985743,-299.252999,-183.3339949,4086.682303
11/26/2020 17:00,316.0297107,459.8678243,547.1847753,240.726363,49.17613983,1.119489534,-627.8003485,-1214.140336,-204.6066607,513.3566096,-299.1655902,-183.4344176,4086.68644
11/26/2020 18:00,22.59173356,28.17743435,356.5338779,249.1642459,36.94519598,-65.23148917,-615.5354533,-1201.006621,-206.1385303,514.1108179,-299.0768492,-183.5349029,4086.69054
11/26/2020 19:00,-287.926987,-401.8830696,121.8614978,249.5438329,24.89828702,-131.4772196,-602.9400074,-1187.713993,-207.6659065,514.8611884,-298.9867748,-183.6354507,4086.694603
11/26/2020 20:00,-137.5700927,-633.6730264,-124.5392173,242.5458641,12.94567605,-197.4718399,-590.0186771,-1174.26484,-209.1887579,515.6077105,-298.8953658,-183.7360611,4086.698628
11/26/2020 21:00,33.25830027,-687.0974995,-350.3389209,228.8054032,1.04330274,-263.0694883,-576.7761287,-1160.66155,-210.7070527,516.3503733,-298.8026211,-183.8367339,4086.702616
11/26/2020 22:00,41.51788539,-606.2938035,-529.3498248,208.887814,-10.7831934,-328.1243028,-563.2170285,-1146.906511,-212.2207595,517.0891661,-298.7085394,-183.9374691,4086.706566
11/26/2020 23:00,-34.92470048,-405.0527636,-659.6375736,183.3445627,-22.49427529,-392.4904218,-549.3460428,-1133.00211,-213.7298467,517.8240781,-298.6131195,-184.0382667,4086.710479
11/27/2020 0:00,-145.4428041,-134.0078543,-741.9151792,152.7269559,-34.0502462,-456.0219834,-535.1678379,-1118.950735,-215.2342826,518.5550985,-298.5163602,-184.1391266,4086.714355
11/27/2020 1:00,-137.2232002,145.75167,-775.1764456,117.5863002,-45.41140941,-518.5731257,-520.6870802,-1104.754774,-216.7340356,519.2822165,-298.4182604,-184.2400487,4086.718193
11/27/2020 2:00,74.6577672,374.0502684,-758.2810777,78.55565922,-56.53806817,-579.997987,-505.9084358,-1090.416616,-218.2290742,520.0054214,-298.3188188,-184.3410331,4086.721994
11/27/2020 3:00,117.0112048,574.9849487,-690.4218509,36.60116731,-67.39052576,-640.1507053,-490.8365711,-1075.938647,-219.7193668,520.7247024,-298.2180343,-184.4420796,4086.725758
11/27/2020 4:00,27.84681262,668.5441258,-570.8747491,-7.227832989,-77.92908545,-698.8854189,-475.4761525,-1061.323257,-221.2048818,521.4400488,-298.1159057,-184.543188,4086.729484
11/27/2020 5:00,30.43653434,526.7225772,-402.5795363,-51.96682535,-88.11405049,-756.0562659,-459.8318462,-1046.572832,-222.6855876,522.1514498,-298.0124319,-184.6443584,4086.733173
11/27/2020 6:00,93.87689248,143.794928,-203.4476858,-96.67401054,-97.90572417,-811.5173845,-443.9083185,-1031.689761,-224.1614526,522.8588945,-297.9076118,-184.7455906,4086.736825
11/27/2020 7:00,-67.22835471,-334.5228259,4.860722647,-140.4075893,-107.2644098,-865.1229129,-427.7102358,-1016.676432,-225.6324452,523.5623722,-297.8014441,-184.8468845,4086.740439
11/27/2020 8:00,-6.853318552,-652.7768192,200.6856093,-182.2257625,-116.1504105,-916.7269893,-411.2422643,-1001.535232,-227.0985339,524.2618722,-297.6939278,-184.94824,4086.744016
11/27/2020 9:00,-91.65059258,-665.0539132,363.3061034,-221.1867307,-124.5240297,-966.1837518,-394.5090703,-986.2685494,-228.5596869,524.9573837,-297.5850616,-185.0496571,4086.747556
11/27/2020 10:00,-53.50228205,-428.5837129,480.9835895,-256.3486948,-132.3455706,-1013.347339,-377.5153201,-970.8787721,-230.0158729,525.6488959,-297.4748444,-185.1511356,4086.751059
11/27/2020 11:00,52.52714313,-59.72434259,563.8203361,-286.7698556,-139.5753364,-1058.071888,-360.2656801,-955.368288,-231.4670601,526.3363981,-297.3632751,-185.2526755,4086.754524
11/27/2020 12:00,65.1630121,332.650856,627.1440301,-311.5084138,-146.1736305,-1100.211538,-342.7648166,-939.7394848,-232.9132169,527.0198794,-297.2503524,-185.3542766,4086.757952
11/27/2020 13:00,92.70276479,597.1164301,686.2823586,-329.6225701,-152.1007561,-1139.620426,-325.0173957,-923.9947506,-234.3543118,527.6993291,-297.1360753,-185.4559389,4086.761342
11/27/2020 14:00,55.5639973,689.976771,756.5630087,-340.1736862,-157.3138557,-1176.152692,-307.028084,-908.1364732,-235.7903132,528.3747364,-297.0204426,-185.5576623,4086.764696
11/27/2020 15:00,-113.2902986,643.0168367,845.4277049,-342.2999674,-161.6932278,-1209.662217,-288.8018028,-892.1670404,-237.2211895,529.0460906,-296.9034531,-185.6594466,4086.768012
11/27/2020 16:00,-119.99832,476.2031933,931.6477524,-335.4101756,-164.8433279,-1240.006673,-270.3449733,-876.0888403,-238.6469092,529.7133808,-296.7851057,-185.7612919,4086.77129
11/27/2020 17:00,87.95387403,233.6325073,997.6022182,-318.9781621,-166.2801214,-1267.064962,-251.6661846,-859.9042606,-240.0674405,530.3765964,-296.6653992,-185.8631979,4086.774532
11/27/2020 18:00,142.2040815,-49.82584337,1028.543601,-292.2618445,-165.7213808,-1290.729633,-232.7745044,-843.6156893,-241.4827519,531.0357265,-296.5443324,-185.9651647,4086.777736
11/27/2020 19:00,-8.964108156,-335.5582718,1010.005211,-254.4990879,-163.178109,-1310.900875,-213.6790002,-827.2255142,-242.8928119,531.6907604,-296.4219043,-186.0671921,4086.780903
11/27/2020 20:00,-133.9033055,-587.8849914,928.9152269,-206.1938753,-158.7632228,-1327.505707,-194.3887395,-810.7361233,-244.2975888,532.3416873,-296.2981136,-186.16928,4086.784033
11/27/2020 21:00,-77.77358259,-747.7587541,773.5690839,-149.200408,-152.5895683,-1340.48826,-174.9127899,-794.1499044,-245.6970511,532.9884964,-296.1729592,-186.2714283,4086.787126
11/27/2020 22:00,-0.186187643,-755.2326083,539.0253025,-85.64449904,-144.7605302,-1349.802127,-155.2602188,-777.4692454,-247.0911672,533.6311769,-296.0464399,-186.3736369,4086.790181
11/27/2020 23:00,-4.57886561,-578.7501948,245.9294917,-17.65196115,-135.349739,-1355.430424,-135.4403246,-760.6965342,-248.4799054,534.2697182,-295.9185546,-186.4759058,4086.793199
11/28/2020 0:00,-81.45281276,-251.5543536,-79.75008833,52.65139279,-124.4040846,-1357.381937,-115.4634757,-743.8341586,-249.8632342,534.9041093,-295.7893021,-186.5782349,4086.79618
11/28/2020 1:00,-104.0074887,141.5135772,-411.0384166,123.1397499,-111.9366159,-1355.697916,-95.34141936,-726.8845067,-251.241122,535.5343396,-295.6586813,-186.680624,4086.799124
11/28/2020 2:00,63.83576871,505.9977466,-720.6140807,191.6872974,-97.91962817,-1350.457986,-75.08827885,-709.8499662,-252.6135372,536.1603983,-295.526691,-186.7830731,4086.80203
11/28/2020 3:00,132.2525716,772.8253539,-981.1556684,256.1682225,-82.30770139,-1341.758932,-54.71873457,-692.7329251,-253.9804482,536.7822745,-295.39333,-186.885582,4086.804899
11/28/2020 4:00,75.22704284,865.3869778,-1167.953658,314.4567122,-65.05304313,-1329.699911,-34.2474669,-675.5357713,-255.3418234,537.3999576,-295.2585972,-186.9881508,4086.807732
11/28/2020 5:00,77.97959923,734.4520581,-1267.962235,364.4455063,-46.10786091,-1314.38008,-13.68915623,-658.2608926,-256.6976312,538.0134367,-295.1224915,-187.0907792,4086.810526
11/28/2020 6:00,164.5725103,364.3250087,-1274.381614,404.3865469,-25.42436228,-1295.898596,6.94151707,-640.9106769,-258.0478401,538.6227012,-294.9850117,-187.1934672,4086.813284
11/28/2020 7:00,-32.69509113,-194.220777,-1176.737216,433.7211398,-2.954754757,-1274.354616,27.62987261,-623.4875121,-259.3924185,539.2277401,-294.8461566,-187.2962147,4086.816005
11/28/2020 8:00,5.189236317,-723.8806521,-963.4473942,452.3127624,21.33495093,-1249.847297,48.36123,-605.9937861,-260.7313347,539.8285428,-294.705925,-187.3990217,4086.818688
11/28/2020 9:00,-207.3062434,-950.253937,-623.4631987,460.2017521,47.33272838,-1222.475795,69.12090888,-588.4318868,-262.0645571,540.4250985,-294.5643159,-187.5018879,4086.821334
11/28/2020 10:00,-126.2532841,-717.4285523,-162.1570634,457.7760958,74.57890165,-1192.339268,89.89422885,-570.8042021,-263.3920543,541.0173963,-294.4213281,-187.6048134,4086.823943
11/28/2020 11:00,71.97071494,-132.4590712,356.9408764,445.3953003,102.642275,-1159.536873,110.6665095,-553.1131198,-264.7137945,541.6054256,-294.2769603,-187.707798,4086.826515
11/28/2020 12:00,-72.25220195,581.3744512,855.8865237,423.3870701,131.1234548,-1124.167766,131.4230705,-535.3610279,-266.0297463,542.1891755,-294.1312115,-187.8108417,4086.82905
11/28/2020 13:00,84.5854745,1018.926495,1256.735781,392.0990145,159.6031428,-1086.331105,152.1492315,-517.5503143,-267.3398779,542.7686354,-293.9840805,-187.9139443,4086.831547
11/28/2020 14:00,275.6941343,958.2470323,1487.636179,351.8880861,187.6526975,-1046.126047,172.830312,-499.6833667,-268.6441579,543.3437943,-293.8355661,-188.0171057,4086.834008
11/28/2020 15:00,125.2468104,329.5529462,1513.719874,303.1169855,214.8735482,-1003.651748,193.4516317,-481.7625732,-269.9425545,543.9146416,-293.6856672,-188.120326,4086.836431
11/28/2020 16:00,-286.2352679,-435.324464,1356.523676,246.3911929,240.9270802,-959.0073653,213.9985102,-463.7903217,-271.2350364,544.4811664,-293.5343826,-188.2236049,4086.838817
11/28/2020 17:00,161.7862585,-889.0849693,1049.564681,182.9656418,265.498878,-912.2920563,234.4562672,-445.7689999,-272.5215717,545.0433581,-293.3817112,-188.3269423,4086.841166
11/28/2020 18:00,239.672074,-991.5574508,633.1073137,114.2496787,288.2795715,-863.6049778,254.8102221,-427.7009958,-273.802129,545.6012058,-293.2276518,-188.4303383,4086.843478
11/28/2020 19:00,-120.8045566,-876.991406,175.1240326,41.65204285,308.9603977,-813.0452866,275.0456947,-409.5886972,-275.0766767,546.1546987,-293.0722033,-188.5337927,4086.845753
11/28/2020 20:00,-236.8823743,-823.6923393,-249.1746898,-33.41852651,327.2325938,-760.7121397,295.1480046,-391.4344922,-276.3451832,546.7038261,-292.9153645,-188.6373053,4086.84799
11/28/2020 21:00,-39.09301932,-985.4619161,-583.1393211,-109.5532902,342.7873971,-706.7046941,315.1024714,-373.2407685,-277.6076168,547.2485773,-292.7571342,-188.7408762,4086.850191
11/28/2020 22:00,181.9868232,-1148.125054,-844.8120315,-185.343509,355.3160447,-651.1221068,334.8944147,-355.009914,-278.8639461,547.7889414,-292.5975113,-188.8445052,4086.852354
11/28/2020 23:00,164.2001342,-1067.987816,-1070.123513,-259.3804437,364.5097738,-594.0635346,354.5091541,-336.7443167,-280.1141393,548.3249076,-292.4364946,-188.9481922,4086.854481
11/29/2020 0:00,-50.07981278,-774.488716,-1286.332298,-330.2553551,370.0598216,-535.6281347,373.9320093,-318.4463644,-281.358165,548.8564653,-292.274083,-189.0519372,4086.85657
