so2,so2,so2,so2,so2,so2,so2,so2,so2,so2,so2,so2,so2,so2
1.243847035,-8.905347719,15.56485652,-22.11550823,-6.391983586,8.078209969,5.456373483,-16.54976931,-20.31738558,11.42637607,2.194755472,3.208877745,-2.264324391,69.42102251
-3.475408391,-2.153399332,16.09044506,-16.79186579,-4.643876156,9.242606209,4.837012128,-16.22875023,-20.31056376,11.4254107,2.192589754,3.209193221,-2.264398822,69.42100541
-3.981996191,6.259892533,12.99625619,-10.05636904,-2.767262505,10.40411673,4.21665763,-15.89930519,-20.30263368,11.42422009,2.190399685,3.209508397,-2.264472953,69.4209883
4.455446938,10.6447741,6.869367428,-2.429157875,-0.800627119,11.5620812,3.595887544,-15.56143418,-20.29357551,11.42280447,2.188185327,3.209823275,-2.264546782,69.42097119
-1.678204841,7.449221976,-1.334248921,5.519491768,1.21754552,12.71583928,2.975279429,-15.21513721,-20.28336943,11.42116407,2.185946741,3.210137853,-2.26462031,69.42095408
-5.050118538,-0.086367494,-9.592804542,13.1831094,3.248770927,13.86473063,2.355410842,-14.86041428,-20.2719956,11.41929912,2.183683989,3.21045213,-2.264693537,69.42093697
1.246584575,-7.158958861,-15.58273679,19.90676533,5.254564616,15.00809493,1.736859339,-14.49726539,-20.25943422,11.41720984,2.181397133,3.210766106,-2.264766463,69.42091985
5.512392573,-10.41702093,-17.19165021,25.294592,7.196442105,16.14527184,1.120202477,-14.12569054,-20.24566544,11.41489647,2.179086236,3.21107978,-2.264839087,69.42090272
-0.133686605,-7.85870169,-13.3359844,29.41071619,9.035918909,17.27560102,0.506017814,-13.74568972,-20.23066945,11.41235923,2.176751359,3.211393152,-2.26491141,69.4208856
-5.785763644,-0.835244377,-5.72480053,32.11810016,10.73451054,18.39842214,-0.105117093,-13.35726295,-20.21442642,11.40959835,2.174392565,3.21170622,-2.264983432,69.42086847
1.13600189,6.458576933,3.254155304,33.19797076,12.25373252,19.51307486,-0.712624687,-12.96041021,-20.19691651,11.40661406,2.172009914,3.212018985,-2.265055152,69.42085134
5.844319685,9.495118911,11.21313702,32.43118485,13.5554704,20.61889885,-1.315927412,-12.55513152,-20.17811992,11.40340658,2.16960347,3.212331445,-2.265126571,69.42083421
-0.697447379,6.331815008,16.05866856,29.59278308,14.60742592,21.71523378,-1.914447709,-12.14142687,-20.15801681,11.39997615,2.167173294,3.212643601,-2.265197688,69.42081707
-5.697644717,2.262585137,17.09719253,24.46539498,15.39501508,22.8014193,-2.507608022,-11.71929626,-20.13658735,11.396323,2.164719447,3.21295545,-2.265268504,69.42079993
2.495225025,2.287201785,14.82307731,17.07369297,15.90798994,23.87679509,-3.094830794,-11.28873969,-20.11381173,11.39244734,2.162241993,3.213266994,-2.265339017,69.42078279
5.388209818,4.385113006,10.05949672,8.048317786,16.13610255,24.94070082,-3.675538468,-10.84975717,-20.08967011,11.38834942,2.159740993,3.21357823,-2.265409229,69.42076564
-3.620673763,4.62003506,3.98922152,-1.834923543,16.07059028,25.99099082,-4.249153486,-10.40234869,-20.06414267,11.38402945,2.157216509,3.213889158,-2.265479139,69.42074849
-4.981374539,1.691345006,-2.352672968,-11.80022398,15.70889402,27.01931595,-4.815098292,-9.946514255,-20.03720958,11.37948767,2.154668603,3.214199778,-2.265548748,69.42073134
-0.602303592,-3.403033833,-8.371195406,-21.0717765,15.05055547,28.01522623,-5.372795329,-9.482253866,-20.00885102,11.3747243,2.152097337,3.21451009,-2.265618054,69.42071418
4.400761274,-7.128333746,-13.23083213,-28.87377407,14.09321183,28.97017616,-5.921667038,-9.009567522,-19.97904716,11.36973957,2.149502773,3.214820091,-2.265687058,69.42069702
3.257652508,-6.559977775,-15.77148896,-34.43040965,12.8323361,29.87778448,-6.461135864,-8.528455225,-19.94777818,11.36453372,2.146884973,3.215129782,-2.26575576,69.42067986
-3.881267517,-4.208543836,-14.2756693,-37.08865372,11.26296861,30.73210258,-6.990624249,-8.038916974,-19.91502425,11.35910696,2.144243998,3.215439163,-2.26582416,69.42066269
-3.026969505,-4.631068744,-8.720563049,-36.74934851,9.386499968,31.52718186,-7.509546145,-7.540961263,-19.88076555,11.35345953,2.141579912,3.215748231,-2.265892258,69.42064553
3.858446483,-5.501326935,-1.137069807,-33.69172003,7.234281188,32.25707372,-8.017281539,-7.034630547,-19.84498224,11.34759165,2.138892775,3.216056988,-2.265960054,69.42062835
2.245568256,-2.182127864,6.276669454,-28.27599306,4.862250608,32.91582954,-8.513201925,-6.519975774,-19.80765451,11.34150356,2.136182649,3.216365431,-2.266027547,69.42061118
-3.340507868,3.722043106,11.86968116,-20.86695164,2.330905826,33.49750074,-8.9966788,-5.997047893,-19.76876253,11.33519548,2.133449598,3.216673561,-2.266094738,69.420594
-3.413723725,8.844969681,14.13176081,-11.82937981,-0.299255561,33.9961387,-9.467083658,-5.465897852,-19.72828647,11.32866763,2.130693682,3.216981377,-2.266161626,69.42057682
3.519596003,9.285417863,12.01724983,-1.59520699,-2.967735956,34.40579483,-9.923787996,-4.926576598,-19.68620651,11.32192026,2.127914964,3.217288878,-2.266228212,69.42055964
1.265884108,1.92208621,6.454780459,9.106656575,-5.614037762,34.7205208,-10.36616359,-4.379135081,-19.64250282,11.31495358,2.125113505,3.217596064,-2.266294495,69.42054245
-3.44010333,-6.742070267,-0.648391958,19.36609778,-8.177663382,34.93445989,-10.79367383,-3.823624247,-19.59715557,11.30776782,2.122289368,3.217902933,-2.266360476,69.42052526
-1.553004993,-9.735526531,-7.244793136,28.23360933,-10.59811522,35.04209459,-11.20612128,-3.260095045,-19.55014495,11.30036322,2.119442614,3.218209485,-2.266426154,69.42050807
3.395844745,-7.347847551,-11.47810863,34.76862945,-12.81489568,35.03788545,-11.60328661,-2.688598424,-19.50145112,11.29274,2.116573306,3.21851572,-2.266491529,69.42049087
2.560669191,-2.31568169,-12.58078423,38.28088231,-14.76750716,34.91618638,-11.98481505,-2.109214092,-19.45105426,11.28489838,2.113681505,3.218821637,-2.266556601,69.42047367
-3.395773926,4.236470835,-10.83935743,38.52521982,-16.40717064,34.67132658,-12.3502121,-1.522136807,-19.39893454,11.2768386,2.110767274,3.219127236,-2.266621371,69.42045647
2.068236222,8.744763768,-7.064893761,35.71475764,-17.72845991,34.2977401,-12.69905934,-0.927590087,-19.34507214,11.26856089,2.107830674,3.219432514,-2.266685838,69.42043927
3.457231999,10.14437387,-2.147284678,30.15723531,-18.72358123,33.79028451,-13.03136186,-0.32579745,-19.28944723,11.26006547,2.104871768,3.219737473,-2.266750001,69.42042206
-1.538245468,8.32237994,2.978904382,22.32363399,-19.38121934,33.14392326,-13.34723065,0.283017584,-19.23203999,11.25135257,2.101890617,3.220042111,-2.266813862,69.42040485
-3.618134339,3.705493334,7.401154437,12.93373515,-19.6905426,32.35410344,-13.64674825,0.898603083,-19.17283059,11.24242242,2.098887283,3.220346427,-2.266877419,69.42038763
3.746653199,-2.688187894,10.41976577,2.764088307,-19.64404982,31.41960252,-13.92988357,1.520593456,-19.11179921,11.23327524,2.095861828,3.220650422,-2.266940674,69.42037042
2.239343998,-7.930767535,11.39913261,-7.416788155,-19.24058802,30.34554625,-14.1965771,2.148594699,-19.04892601,11.22391128,2.092814315,3.220954094,-2.267003625,69.4203532
-4.099553569,-10.49190365,9.767105307,-16.90355922,-18.48152208,29.13957821,-14.44676931,2.782212808,-18.98419118,11.21433074,2.089744804,3.221257442,-2.267066272,69.42033597
-0.114797712,-9.102222954,5.17146205,-25.07458251,-17.36876729,27.80989242,-14.68037706,3.421030132,-18.91757488,11.20453387,2.086653359,3.221560467,-2.267128617,69.42031874
4.079581719,-3.069200945,-1.695845524,-31.32626862,-15.90535636,26.36580026,-14.89722261,4.064534444,-18.8490573,11.19452089,2.083540041,3.221863167,-2.267190658,69.42030151
4.392863792,5.055779211,-8.122267041,-35.05502817,-14.09460199,24.81689315,-15.09710457,4.712189869,-18.77861861,11.18429202,2.080404912,3.222165541,-2.267252395,69.42028428
-0.666847349,10.85535086,-11.20809371,-35.65694239,-11.94014625,23.17276251,-15.27981385,5.36345282,-18.70623898,11.1738475,2.077248035,3.22246759,-2.267313829,69.42026705
-5.263975211,9.294969635,-9.240637906,-32.7689798,-9.458017449,21.44299976,-15.44511049,6.017748854,-18.63189858,11.16318756,2.07406947,3.222769312,-2.26737496,69.42024981
-2.306349686,0.342117537,-3.372737965,-26.99659823,-6.708848544,19.63719631,-15.59274683,6.674495811,-18.55557759,11.15231242,2.07086928,3.223070707,-2.267435786,69.42023256
5.683085556,-8.820237981,3.585669573,-19.18746018,-3.764341326,17.7649436,-15.7224752,7.333111534,-18.47725619,11.14122231,2.067647527,3.223371773,-2.267496309,69.42021532
3.970702459,-11.34655865,8.99276174,-10.18922816,-0.696197583,15.83583302,-15.83404793,7.993013863,-18.39691455,11.12991746,2.064404273,3.223672512,-2.267556528,69.42019807
-2.785473834,-7.917855132,11.69161131,-0.849564662,2.423880899,13.859456,-15.92721736,8.653620642,-18.31453284,11.11839809,2.06113958,3.223972921,-2.267616444,69.42018082
-6.070459838,-0.862110257,11.61389092,8.015281743,5.524192331,11.84540397,-16.00172888,9.314342774,-18.23009123,11.10666445,2.057853509,3.224273,-2.267676055,69.42016357
-5.556124342,8.33781991,8.692943144,15.7891181,8.533034926,9.803268331,-16.05730014,9.974563422,-18.14356991,11.09471674,2.054546124,3.224572749,-2.267735363,69.42014631
6.106662184,11.86657634,2.82322235,22.15614428,11.3787069,7.742640508,-16.09363482,10.63365177,-18.05494905,11.08255521,2.051217485,3.224872167,-2.267794366,69.42012905
-6.04272521,2.8047005,-4.714053512,26.75765056,13.98950646,5.67311192,-16.11040139,11.29094178,-17.96420881,11.07018008,2.047867655,3.225171253,-2.267853066,69.42011178
-0.893429867,-8.851593857,-11.14489021,29.19499704,16.29373182,3.604273983,-16.10721933,11.94571848,-17.87132938,11.05759157,2.044496696,3.225470006,-2.267911461,69.42009452
