pm2_5,pm2_5,pm2_5,pm2_5,pm2_5,pm2_5,pm2_5,pm2_5,pm2_5,pm2_5,pm2_5,pm2_5,pm2_5
-1.48987296,15.41346178,-5.579106613,7.050764657,2.437427996,-89.76730031,-24.75957334,-166.5245233,25.12541728,-26.76429166,243.7851041,-91.63129822,248.3237906
4.030242497,28.44599338,-13.7739706,10.48906259,4.559034258,-87.38989991,-25.58907842,-165.1311644,25.16602003,-26.87770749,243.849701,-91.63037467,248.3221418
0.637805427,39.24763349,-19.19587982,12.58715472,6.299040288,-84.87975896,-26.38316767,-163.7129212,25.20622674,-26.99140635,243.9142193,-91.62943867,248.3204927
-3.367211566,45.14991031,-20.17455424,12.86818172,7.547951768,-82.27174843,-27.14179326,-162.2703959,25.24603536,-27.10538792,243.978659,-91.62849024,248.3188434
3.54074216,41.67616439,-15.86480489,11.16678229,8.231913033,-79.60017528,-27.86490735,-160.8041908,25.28544384,-27.21965189,244.04302,-91.62752937,248.3171939
4.042765886,28.2138033,-7.842383055,7.912249763,8.421099877,-76.89670799,-28.55246211,-159.3149081,25.32445012,-27.33419797,244.1073022,-91.62655605,248.3155441
-4.572268843,3.551233807,1.993371228,3.683021852,8.208104004,-74.18975799,-29.2044097,-157.8031502,25.36305217,-27.44902583,244.1715057,-91.62557028,248.3138941
-2.868489237,-23.89173679,11.81471613,-0.935472262,7.667101035,-71.49631212,-29.82070229,-156.2695193,25.40124792,-27.56413516,244.2356304,-91.62457206,248.3122438
3.71742504,-43.72274873,19.79390981,-5.356721385,6.847545811,-68.80971845,-30.40129204,-154.7146177,25.43903532,-27.67952567,244.2996761,-91.62356138,248.3105933
3.147778234,-48.36240613,24.22958437,-9.00660828,5.797687232,-66.12211911,-30.94613133,-153.1390475,25.47641233,-27.79519704,244.363643,-91.62253825,248.3089425
-3.096500454,-40.1639777,24.2380683,-11.4542792,4.574967297,-63.43524261,-31.45517865,-151.5434045,25.51337689,-27.91114897,244.4275308,-91.62150265,248.3072915
-6.554360373,-23.46731276,20.33005016,-12.67506268,3.241577397,-60.75728542,-31.9284136,-149.9282637,25.54992695,-28.02738114,244.4913396,-91.6204546,248.3056402
-2.430116155,-1.735015194,13.40515162,-12.81617856,1.865635514,-58.10129265,-32.36582129,-148.2941944,25.58606047,-28.14389324,244.5550693,-91.61939407,248.3039887
7.723906908,21.2383218,4.382177474,-12.05158628,0.526310712,-55.48380399,-32.76739297,-146.6417598,25.62177538,-28.26068497,244.6187199,-91.61832108,248.3023369
5.285906889,42.00758164,-5.820067475,-10.56086268,-0.691127716,-52.92184193,-33.13314402,-144.9714989,25.65706965,-28.37775602,244.6822913,-91.61723562,248.3006849
-5.727308617,53.27903825,-16.28277844,-8.529257238,-1.697200468,-50.43096639,-33.46310346,-143.2839371,25.69194122,-28.49510608,244.7457835,-91.61613768,248.2990326
-3.875345473,49.69491328,-26.02668493,-6.082723897,-2.464803345,-48.02365767,-33.75732516,-141.5795751,25.72638803,-28.61273484,244.8091963,-91.61502726,248.2973801
9.803791497,25.92762997,-33.79431905,-3.330992347,-2.988328659,-45.70712384,-34.01589038,-139.858886,25.76040804,-28.73064199,244.8725298,-91.61390437,248.2957273
-9.817498653,-20.8665964,-38.1243536,-0.381847514,-3.268993147,-43.48174853,-34.23890225,-138.1223211,25.7939992,-28.84882722,244.9357839,-91.61276899,248.2940743
0.948188774,-56.3928908,-37.52011842,2.657917295,-3.311595527,-41.3443334,-34.42648185,-136.3703138,25.82715946,-28.96729023,244.9989586,-91.61162112,248.292421
-6.494637215,-58.64861222,-30.55002388,5.651719062,-3.123541283,-39.28907334,-34.57877305,-134.6032746,25.85988676,-29.08603071,245.0620537,-91.61046077,248.2907675
-0.06558994,-41.97802038,-16.81633104,8.437848476,-2.716681898,-37.30571723,-34.69594497,-132.821589,25.89217906,-29.20504834,245.1250694,-91.60928792,248.2891138
9.697069413,-12.78387356,1.27043022,10.85001151,-2.105939878,-35.38094296,-34.77819306,-131.0256157,25.9240343,-29.32434282,245.1880054,-91.60810258,248.2874598
-5.788414581,23.98406,20.62023417,12.72191414,-1.310280463,-33.49738564,-34.82573679,-129.21569,25.95545043,-29.44391384,245.2508617,-91.60690475,248.2858055
-4.070627241,53.792842,38.14305507,13.88726235,-0.350576568,-31.63577274,-34.83881981,-127.3921224,25.9864254,-29.56376109,245.3136384,-91.60569441,248.284151
13.23046681,64.35091341,50.74886721,14.18091521,0.753222558,-29.77890851,-34.81770574,-125.5552039,26.01695717,-29.68388427,245.3763353,-91.60447157,248.2824963
12.40325973,45.95020646,56.10579682,13.4520375,1.967488108,-27.91022328,-34.76266599,-123.7052175,26.04704367,-29.80428306,245.4389524,-91.60323622,248.2808413
-13.30983176,11.86602103,54.87487181,11.63783852,3.210252839,-26.0131474,-34.67397297,-121.8424452,26.07668287,-29.92495715,245.5014897,-91.60198837,248.2791861
7.836486655,-14.22737257,48.29695125,8.89606143,4.35733649,-24.07111123,-34.55189908,-119.967169,26.1058727,-30.04590624,245.563947,-91.600728,248.2775306
4.048798621,-27.39645086,37.52466037,5.493304424,5.293395084,-22.06754511,-34.39671674,-118.079671,26.13461113,-30.16713002,245.6263244,-91.59945512,248.2758749
-18.47186577,-39.08195866,23.81094995,1.663556732,5.95532769,-19.98601717,-34.20869836,-116.1802332,26.16289609,-30.28862818,245.6886217,-91.59816973,248.2742189
-14.1499047,-58.17468487,8.334243163,-2.372172289,6.294099805,-17.8111821,-33.98811634,-114.2691377,26.19072553,-30.41040041,245.7508391,-91.59687181,248.2725627
2.249952251,-73.70926991,-8.172853977,-6.392936243,6.262479693,-15.52943438,-33.7352431,-112.3466664,26.21809742,-30.5324464,245.8129763,-91.59556137,248.2709062
4.22986019,-70.49997346,-25.0550008,-10.17778874,5.814337391,-13.12827027,-33.45035105,-110.4131015,26.24500968,-30.65476584,245.8750333,-91.5942384,248.2692495
-7.904379209,-49.59276104,-41.47879741,-13.50578337,4.916936698,-10.60857979,-33.13371259,-108.4687248,26.27146028,-30.77735843,245.9370101,-91.59290291,248.2675925
-20.60414176,-26.66835442,-56.41891016,-16.15597375,3.553676338,-7.9873879,-32.78560013,-106.5138186,26.29744717,-30.90022386,245.9989067,-91.59155488,248.2659353
-11.73618678,-14.1305451,-68.93155219,-17.90741349,1.715925836,-5.289690342,-32.40628609,-104.5486647,26.32296829,-31.02336181,246.0607229,-91.59019432,248.2642778
15.76396811,-3.119619264,-78.54768361,-18.53915618,-0.604445436,-2.540982713,-31.99604288,-102.5735453,26.34802159,-31.14677198,246.1224588,-91.58882123,248.2626201
18.64996256,26.49255035,-84.83583528,-17.86225887,-3.383888088,0.233562806,-31.5551429,-100.5887424,26.37260501,-31.27045406,246.1841142,-91.58743559,248.2609622
3.587290927,64.37938896,-87.15922958,-15.82923687,-6.459889732,3.008808177,-31.08385857,-98.59453789,26.39671652,-31.39440773,246.2456892,-91.58603741,248.259304
1.669421215,87.56780802,-84.77813873,-12.52444764,-9.592505864,5.759615359,-30.58246229,-96.59121394,26.42035405,-31.5186327,246.3071837,-91.58462668,248.2576455
32.75085104,60.65281474,-77.12971452,-8.233157432,-12.53312902,8.460846315,-30.05122648,-94.57905256,26.44351548,-31.64312857,246.3685976,-91.58320341,248.2559868
-22.39605291,-28.78195123,-65.03695289,-3.291739453,-15.0727021,11.08736301,-29.49042354,-92.55833576,26.46619848,-31.76789475,246.4299308,-91.58176758,248.2543279
-3.580875827,-90.35177297,-49.68045219,1.998725122,-17.04741985,13.61246419,-28.90032588,-90.52934558,26.48840046,-31.89293041,246.4911834,-91.58031921,248.2526687
-27.49805643,-94.78691241,-32.47097841,7.373698581,-18.32341949,16.00284768,-28.28120592,-88.49236406,26.5101188,-32.01823465,246.5523553,-91.57885827,248.2510093
-25.57750254,-67.1084321,-15.31302781,12.57630779,-18.77165369,18.22236214,-27.63333606,-86.44767321,26.53135087,-32.1438066,246.6134464,-91.57738477,248.2493496
4.884477298,-36.9485873,1.366496792,17.34985365,-18.2791093,20.25071638,-26.95698872,-84.39555508,26.55209403,-32.26964536,246.6744566,-91.57589872,248.2476897
-0.602700155,4.147701142,17.56763284,21.43764871,-16.79174133,22.12657573,-26.2524363,-82.3362917,26.57234566,-32.39575004,246.735386,-91.57440009,248.2460295
0.502294755,44.7135995,33.29041779,24.58300552,-14.2541515,23.88725221,-25.51995122,-80.2701651,26.59210311,-32.52211975,246.7962345,-91.5728889,248.2443691
22.88914906,70.90391666,48.53488908,26.53853024,-10.61583654,25.56565925,-24.75980588,-78.1974573,26.61136377,-32.6487536,246.8570019,-91.57136514,248.2427084
20.47566935,95.23534195,63.30108416,27.12308607,-5.892519535,27.19467962,-23.97227269,-76.11845035,26.630125,-32.77565071,246.9176884,-91.5698288,248.2410475
15.00000497,110.824222,77.58904049,26.29898946,-0.243376861,28.80719609,-23.15762406,-74.03342627,26.64838416,-32.90281018,246.9782937,-91.56827988,248.2393864
30.76254542,107.41449,91.00896859,24.13131538,6.069656608,30.43609143,-22.31613241,-71.94266709,26.66613863,-33.03023113,247.038818,-91.56671839,248.237725
30.13935593,82.62004877,101.8954339,20.7143771,12.75540769,32.11424842,-21.44807014,-69.84645485,26.68338578,-33.15791266,247.099261,-91.56514431,248.2360633
0.337503733,31.74897581,109.3278251,16.15453165,19.51065946,33.87454982,-20.55370966,-67.74507157,26.70012297,-33.28585388,247.1596228,-91.56355765,248.2344015
-1.516642726,-31.53361509,112.6769494,10.56034373,26.02223106,35.74987842,-19.63332339,-65.6387993,26.71634757,-33.41405392,247.2199033,-91.5619584,248.2327393
5.650889082,-86.30021423,111.3170153,4.030004305,31.98391442,37.77311697,-18.68718373,-63.52792005,26.73205695,-33.54251187,247.2801025,-91.56034656,248.2310769
0.520148125,-119.2493883,104.4698067,-3.242114138,37.14574424,39.97714826,-17.71556308,-61.41271586,26.74724848,-33.67122685,247.3402202,-91.55872213,248.2294143
-20.55595644,-127.4125643,91.13039567,-10.87939404,41.30222221,42.39485506,-16.71873388,-59.29346877,26.76191953,-33.80019797,247.4002566,-91.55708509,248.2277514
-40.74806922,-121.2666943,70.66185022,-18.46218463,44.25589972,45.05912014,-15.69696851,-57.17046081,26.77606747,-33.92942434,247.4602114,-91.55543546,248.2260883
-52.16621694,-108.3064149,44.12395531,-25.57048554,45.80932815,48.00282626,-14.6505394,-55.043974,26.78968966,-34.05890507,247.5200847,-91.55377323,248.224425
12.46077253,-82.69943644,13.15837093,-31.78476287,45.77616965,51.2482119,-13.57971894,-52.91429037,26.80278347,-34.18863926,247.5798764,-91.55209839,248.2227614
23.91372068,-5.786269668,-20.01009195,-36.68927325,44.0196559,54.77173654,-12.48477956,-50.78169197,26.81534626,-34.31862603,247.6395865,-91.55041094,248.2210975
-30.07493832,92.93827817,-52.10393853,-39.90353162,40.46179038,58.52634611,-11.36599366,-48.64646082,26.82737532,-34.4488644,247.6992149,-91.54871088,248.2194334
-23.41692969,140.8903368,-79.60245167,-41.16963342,35.15005881,62.46208488,-10.22363365,-46.50887895,26.83886783,-34.57935329,247.7587615,-91.54699821,248.2177691
63.94185879,98.22647681,-99.52119233,-40.32104785,28.22118681,66.53113093,-9.057971946,-44.36922839,26.84982088,-34.71009154,247.8182263,-91.54527292,248.2161045
-61.18526159,-31.120818,-111.020834,-37.26605693,19.88631461,70.68606056,-7.869280949,-42.22779118,26.86023157,-34.84107799,247.8776093,-91.54353502,248.2144396
-0.344533654,-123.5132315,-113.8192159,-31.92183285,10.38696346,74.87884698,-6.657833073,-40.08484935,26.87009701,-34.97231148,247.9369103,-91.54178448,248.2127746
7.57947188,-149.0441196,-107.5936631,-24.27552369,-0.00573322,79.0613126,-5.423900727,-37.94068493,26.87941428,-35.10379085,247.9961294,-91.54002133,248.2111092
22.27804813,-122.0853587,-92.11346995,-14.79747874,-11.01281448,83.18527982,-4.167756322,-35.79557994,26.88818049,-35.23551494,248.0552665,-91.53824555,248.2094437
44.21180024,-68.79876364,-69.29323937,-4.081849896,-22.35558213,87.20257107,-2.889672266,-33.64981643,26.89639274,-35.3674826,248.1143216,-91.53645713,248.2077778
25.33456964,-8.502041972,-41.61491764,7.277349287,-33.75547634,91.06500875,-1.589920971,-31.50367642,26.90404812,-35.49969266,248.1732945,-91.53465608,248.2061118
8.925358703,50.91193771,-11.56045102,18.68610526,-44.9339373,94.72441527,-0.268774846,-29.35744195,26.91114373,-35.63214396,248.2321853,-91.5328424,248.2044455
0.267501381,102.9359753,18.38821423,29.55040448,-55.61240515,98.13261306,1.073493699,-27.21139504,26.91767668,-35.76483535,248.2909939,-91.53101608,248.2027789
-24.64419376,143.871396,45.74913183,39.27623339,-65.51232008,101.2414245,2.436612255,-25.06581773,26.92364404,-35.89776564,248.3497202,-91.52917711,248.2011121
-24.26390789,158.9485147,68.04035552,47.28062382,-74.36616763,104.0026721,3.820308411,-22.92099205,26.92904286,-36.03093364,248.4083642,-91.5273255,248.1994451
26.32005672,135.8384486,83.37325807,53.04029625,-81.966122,106.3681781,5.224309758,-20.77720003,26.93387016,-36.16433809,248.4669259,-91.52546124,248.1977778
35.050998,82.0874383,92.23248848,56.12901031,-88.20139652,108.289765,6.648343886,-18.63472371,26.93812294,-36.29797775,248.5254051,-91.52358433,248.1961103
-17.94747771,19.39809686,95.68357337,56.22545564,-93.0549014,109.7204635,8.092138385,-16.49384511,26.9417982,-36.43185134,248.5838018,-91.52169477,248.1944425
-26.3731692,-50.77555735,94.71999754,53.0318097,-96.46592746,110.6182388,9.555420845,-14.35484626,26.94489294,-36.56595763,248.6421161,-91.51979255,248.1927745
-1.083289799,-116.2600915,90.09574524,46.48286227,-98.37776999,110.951949,11.03791886,-12.2180092,26.94740417,-36.70029535,248.7003478,-91.51787767,248.1911062
18.86321774,-157.3303434,81.9907081,37.09049354,-98.77383406,110.7276382,12.53928573,-10.08361596,26.94932889,-36.83486325,248.7584968,-91.51595013,248.1894377
11.20342291,-159.5335191,70.51317986,25.50453777,-97.6463331,109.9606414,14.05869243,-7.951948574,26.9506641,-36.96966007,248.8165632,-91.51400992,248.187769
-16.73531589,-132.4942879,56.08862841,12.37482922,-94.98694827,108.6667642,15.59430724,-5.823289067,26.95140681,-37.10468457,248.8745469,-91.51205705,248.1861
-35.9404279,-97.95588513,39.4158753,-1.648797829,-90.78671921,106.862207,17.14326168,-3.697919473,26.95155407,-37.23993553,248.9324478,-91.5100915,248.1844308
20.4582177,-69.86085539,21.24549141,-15.91650912,-85.03642039,104.5634989,18.70209361,-1.576121825,26.95110295,-37.37541177,248.9902659,-91.50811328,248.1827613
27.84422039,-2.105212012,2.328047624,-29.7784704,-77.7267933,101.7872378,20.26723931,0.541821847,26.95005058,-37.51111216,249.0480011,-91.50612239,248.1810915
-23.66516074,88.18137207,-16.58588516,-42.58484738,-68.84857945,98.5500214,21.83513508,2.655629511,26.94839409,-37.64703558,249.1056534,-91.50411882,248.1794216
-35.61382448,150.7703818,-34.74573606,-53.68580581,-58.39252034,94.86836907,23.40229545,4.765019136,26.94613062,-37.7831809,249.1632227,-91.50210256,248.1777514
41.70705367,130.8302171,-51.14057243,-62.43911024,-46.34175865,90.75848734,24.96554795,6.869708689,26.94325731,-37.91954701,249.220709,-91.50007362,248.1760809
-41.28906634,-6.896804572,-63.71801466,-68.23253066,-32.64943163,86.23650444,26.52179837,8.969416139,26.93977128,-38.05613276,249.2781122,-91.49803199,248.1744102
11.49448798,-113.65194,-70.11690333,-70.48875556,-17.28217608,81.3185486,28.06795248,11.06385945,26.93566967,-38.19293705,249.3354323,-91.49597767,248.1727393
2.023566571,-138.7256235,-67.71717785,-68.74517241,-0.350831001,76.02074807,29.60091606,13.1527566,26.93094962,-38.32995875,249.3926692,-91.49391066,248.1710681
10.73579813,-108.8359143,-54.71953976,-62.76039627,17.75160065,70.35923107,31.1175949,15.23582556,26.92560826,-38.46719673,249.4498228,-91.49183095,248.1693966
34.27587276,-61.65131837,-33.77984553,-53.06884586,36.56645966,64.35012583,32.61489477,17.31278428,26.91964272,-38.60464987,249.5068932,-91.48973855,248.167725
4.163770624,-3.841477934,-8.684047542,-40.3989977,55.63508684,58.00956059,34.08972145,19.38335074,26.91305014,-38.74231705,249.5638803,-91.48763344,248.166053
-7.19938941,43.87282603,16.7819018,-25.47932826,74.49882297,51.35366358,35.53898071,21.44724291,26.90582765,-38.88019715,249.6207839,-91.48551562,248.1643809
10.96096351,67.80736059,38.83205009,-9.038314041,92.69900885,44.39856303,36.95957835,23.50417876,26.89797239,-39.01828904,249.6776041,-91.4833851,248.1627085
-8.135267186,93.93256021,53.68044494,8.195568459,109.7769853,37.16038719,38.34842014,25.55387625,26.88948149,-39.15659159,249.7343409,-91.48124187,248.1610358
-26.40750702,108.0681883,57.54113394,25.49384275,125.2740931,29.65526427,39.70241186,27.59605336,26.88035209,-39.29510368,249.7909941,-91.47908593,248.1593629
12.49866289,88.33455254,48.08200741,42.04980104,138.731673,21.89932252,41.01845929,29.63042805,26.87058131,-39.4338242,249.8475637,-91.47691726,248.1576898
25.03081978,49.36635652,28.77119855,56.75893824,149.6910658,13.90869017,42.2934682,31.65671828,26.8601663,-39.57275201,249.9040497,-91.47473588,248.1560164
-19.57986889,20.63910226,4.417647189,68.55155408,157.6936124,5.699495443,43.52434438,33.67464204,26.84910419,-39.71188599,249.9604519,-91.47254178,248.1543428
