nh3,nh3,nh3,nh3,nh3,nh3,nh3,nh3,nh3,nh3,nh3,nh3,nh3
-1.778746221,5.056224882,3.358359071,11.87647645,-1.785809479,7.491314001,-6.097806825,-7.791511913,-1.808008786,1.687174515,1.689153902,0.940460739,25.16271966
0.492268847,-0.509321404,2.322235893,10.59056681,-0.896073574,6.628615202,-5.637803547,-7.742586057,-1.820637979,1.712697917,1.693986045,0.934737634,25.16131422
1.488512641,-5.737395355,0.881959887,8.388778505,0.109804666,5.615969501,-5.160258893,-7.69057104,-1.8326424,1.738114182,1.698810518,0.929008531,25.15990926
-1.507659023,-8.37605323,-0.710766869,5.488354889,1.174001269,4.48896136,-4.666138259,-7.635502081,-1.844025478,1.763421953,1.703627255,0.923273431,25.15850478
-2.168067503,-9.109174111,-2.204242296,2.106539299,2.239486142,3.28238136,-4.156407042,-7.577414397,-1.854790638,1.788619876,1.708436192,0.917532331,25.15710079
-0.620180077,-8.905149648,-3.326605834,-1.539424925,3.249618352,2.03063092,-3.632030638,-7.516343209,-1.864941376,1.813706664,1.713237262,0.911785233,25.15569728
2.362991335,-7.085247887,-3.797575879,-5.232294446,4.149349075,0.766519355,-3.093974445,-7.452323733,-1.874481465,1.838681307,1.7180304,0.906032134,25.15429425
1.782978703,-3.167575903,-3.612859625,-8.746541989,4.884857793,-0.478372333,-2.543203859,-7.385391188,-1.883414745,1.863542863,1.722815542,0.900273034,25.15289171
-0.905193813,2.264526923,-2.870922271,-11.82214216,5.406759136,-1.676898283,-1.980684276,-7.315580794,-1.891745058,1.888290392,1.727592621,0.894507933,25.15148965
-2.407832816,7.548063716,-1.682551982,-14.18575833,5.674334879,-2.810579784,-1.407381094,-7.242927768,-1.899476244,1.912922952,1.732361573,0.88873683,25.15008807
-0.615442687,10.95423538,-0.154457607,-15.56813322,5.655542614,-3.869613939,-0.824259709,-7.167467328,-1.906612143,1.937439601,1.737122332,0.882959724,25.14868698
2.26930876,10.15935454,1.613550728,-15.76911484,5.332939642,-4.849539234,-0.232285518,-7.089234694,-1.913156598,1.961839399,1.741874833,0.877176615,25.14728638
-2.149064102,4.478113051,3.457510454,-14.80924502,4.72931372,-5.746839821,0.367576083,-7.008265083,-1.919113449,1.986121405,1.74661901,0.871387501,25.14588625
-0.485912282,-2.046910385,5.069851643,-12.77174385,3.885714752,-6.5579978,0.974359697,-6.924593715,-1.92448659,2.010284728,1.751354797,0.865592385,25.14448662
1.826034628,-7.501990214,6.109236079,-9.742082889,2.845444113,-7.279495269,1.587099927,-6.838255807,-1.929280125,2.034328693,1.756082122,0.85979127,25.14308747
0.511341695,-11.18069553,6.240760395,-5.812168553,1.651803175,-7.908003123,2.205020174,-6.749286578,-1.933498212,2.058252674,1.760800912,0.853984165,25.14168881
-0.338529517,-13.55492423,5.192264386,-1.135218126,0.348093313,-8.440947446,2.828099025,-6.657721247,-1.937145007,2.082056047,1.765511095,0.848171076,25.14029063
-1.215079929,-14.06913499,2.867086076,3.965576167,-1.022384101,-8.875943117,3.456503864,-6.563595032,-1.940224704,2.10573822,1.770212596,0.842352012,25.13889294
-0.069813533,-12.9284402,-0.599053869,9.035296215,-2.416327691,-9.210605016,4.090402076,-6.46694315,-1.942741641,2.129298752,1.774905342,0.836526978,25.13749574
0.808468235,-9.588804982,-4.564488021,13.56122735,-3.790436085,-9.442548023,4.729961045,-6.367800822,-1.944700233,2.152737274,1.779589261,0.830695982,25.13609902
-0.776348616,-3.585158114,-8.132166308,17.05154844,-5.101407909,-9.569378934,5.375340074,-6.266203265,-1.946104906,2.176053431,1.784264279,0.824859031,25.13470279
-0.77943461,5.05417735,-10.43059561,19.02244615,-6.30594179,-9.588432428,6.026426344,-6.162185698,-1.946960124,2.199246905,1.788930324,0.819016133,25.13330705
0.960270088,13.83107632,-10.70319154,19.09795953,-7.37010836,-9.495780418,6.681844276,-6.055783339,-1.947270509,2.222317534,1.793587321,0.813167295,25.1319118
0.70011608,17.72112296,-8.631056507,17.37488123,-8.295224224,-9.285893753,7.338796394,-5.947031406,-1.947040719,2.245265194,1.798235198,0.807312523,25.13051703
-1.130081979,13.51888746,-4.340283789,14.22323171,-9.083009736,-8.952231054,7.994189699,-5.835965119,-1.946275411,2.268089762,1.802873882,0.801451825,25.12912276
1.315784274,3.928446761,1.313467796,10.05437528,-9.732116322,-8.488898637,8.644931192,-5.722619695,-1.944979245,2.290791114,1.807503299,0.795585209,25.12772897
0.048815668,-4.999664542,7.303089318,5.279676286,-10.23666798,-7.894530242,9.287927871,-5.607030353,-1.943156879,2.313369126,1.812123377,0.78971268,25.12633567
-2.453799753,-12.46099908,12.60147185,0.31049903,-10.58462511,-7.173923209,9.920086738,-5.489232312,-1.940812971,2.335823674,1.816734042,0.783834247,25.12494286
0.149321547,-18.85530498,16.20855264,-4.468838342,-10.76030836,-6.335514642,10.53831479,-5.369260789,-1.93795218,2.358154635,1.821335221,0.777949917,25.12355054
3.524206915,-21.69352161,17.29080344,-8.814004758,-10.74449009,-5.391289898,11.13951903,-5.247151004,-1.934579164,2.380361885,1.82592684,0.772059696,25.12215871
2.679897562,-18.42788103,15.49725644,-12.63495073,-10.51408045,-4.357096591,11.72060646,-5.122938174,-1.930698581,2.402445299,1.830508828,0.766163593,25.12076738
-0.10521617,-10.04162578,11.42051148,-15.87353312,-10.04371114,-3.251060751,12.27848408,-4.996657519,-1.926315091,2.424404754,1.83508111,0.760261613,25.11937653
-3.970098713,1.550236753,5.862314064,-18.47164388,-9.307510005,-2.091803176,12.81005889,-4.868344256,-1.921433351,2.446240127,1.839643614,0.754353765,25.11798617
-5.501332992,13.54355998,-0.378832631,-20.37135306,-8.27939863,-0.897972838,13.31223788,-4.738033604,-1.91605802,2.467951294,1.844196265,0.748440055,25.1165963
-1.486888732,22.22558413,-6.504425446,-21.51585736,-6.932171943,0.311781289,13.78192806,-4.605760782,-1.910193756,2.48953813,1.848738992,0.742520491,25.11520693
6.099791706,24.67493025,-11.85186941,-21.84243799,-5.244540355,1.518810233,14.21603643,-4.471561008,-1.903845218,2.511000512,1.853271721,0.73659508,25.11381804
-6.216536557,19.86899992,-16.29549118,-21.24339898,-3.240247831,2.704465021,14.61146999,-4.335469501,-1.897017064,2.532338317,1.857794379,0.730663829,25.11242965
0.296129759,11.02723558,-19.81372431,-19.55778652,-1.001478299,3.85009668,14.96513573,-4.197521478,-1.889713953,2.55355142,1.862306892,0.724726744,25.11104175
6.127996981,1.134221876,-22.34390003,-16.64654937,1.377039272,4.937056237,15.27394067,-4.057752159,-1.881940543,2.574639698,1.866809188,0.718783835,25.10965435
4.937200775,-7.633385903,-23.72403852,-12.46994728,3.800575914,5.946694719,15.53479179,-3.916196761,-1.873701493,2.595603027,1.871301193,0.712835106,25.10826743
1.427735183,-15.11109064,-23.58159901,-7.192501184,6.174402656,6.860363155,15.7445961,-3.772890504,-1.86500146,2.616441282,1.875782835,0.706880567,25.10688101
-4.834414927,-20.97947168,-21.29191707,-1.207770003,8.40379053,7.659412569,15.9002606,-3.627868606,-1.855845104,2.637154342,1.880254039,0.700920223,25.10549509
-3.176359535,-24.32875536,-16.19540472,4.99850559,10.39401057,8.325193991,15.99869229,-3.481166284,-1.846237082,2.657742081,1.884714733,0.694954082,25.10410965
-3.126091713,-22.736521,-8.172518741,10.92886578,12.0503338,8.839058447,16.03679817,-3.332818759,-1.836182054,2.678204375,1.889164845,0.688982151,25.10272471
-5.719026317,-14.90534348,1.498701429,16.08585074,13.27803125,9.182356964,16.01148389,-3.182859901,-1.825684677,2.698541102,1.893604299,0.683004438,25.10134027
-1.623310691,-6.083677007,11.10882817,19.97200066,13.98237396,9.33644057,15.91965452,-3.031322997,-1.814749611,2.718752137,1.898033024,0.677020949,25.09995632
0.396248137,4.202222147,18.92289562,22.08985572,14.06494733,9.285869383,15.75870952,-2.878259185,-1.803381513,2.738837356,1.902450947,0.671031692,25.09857286
-2.813186861,14.36412771,23.20593789,21.90050207,13.45023481,9.031323891,15.52849472,-2.723730391,-1.791585042,2.758796636,1.906857993,0.665036673,25.0971899
0.638546912,19.8134402,22.08402555,18.95554694,12.2095965,8.5898297,15.23147428,-2.567822497,-1.779364856,2.778629853,1.91125409,0.659035901,25.09580743
7.634262047,15.20836482,14.22842588,13.79049209,10.45203304,7.981696419,14.87064779,-2.410627372,-1.766725614,2.798336884,1.915639165,0.653029382,25.09442546
4.914270595,-1.201970018,2.575646395,7.19717645,8.286545078,7.227233659,14.44901484,-2.252236887,-1.753671975,2.817917603,1.920013145,0.647017123,25.09304399
-7.879383495,-15.53121877,-8.836754474,-0.032561059,5.822133265,6.34675103,13.96957502,-2.092742912,-1.740208596,2.837371888,1.924375957,0.640999132,25.09166301
4.82961239,-14.75801654,-16.33050629,-7.106881514,3.167798248,5.360558143,13.43532793,-1.932237317,-1.726340137,2.856699615,1.928727526,0.634975416,25.09028253
7.332006784,-6.596488287,-18.30628468,-13.23394599,0.432540675,4.288964608,12.84927315,-1.770811973,-1.712071255,2.87590066,1.933067781,0.628945981,25.08890254
5.302876596,0.516149507,-16.05080827,-17.68710943,-2.274638803,3.152280034,12.21441029,-1.608558751,-1.697406609,2.8949749,1.937396648,0.622910835,25.08752306
1.227301376,5.283563055,-11.22176158,-20.1096462,-4.84473954,1.970814033,11.53373892,-1.445569519,-1.682350857,2.91392221,1.941714054,0.616869986,25.08614407
-3.689801241,7.814353316,-5.001149958,-20.64525439,-7.168789182,0.764876216,10.81025864,-1.281936149,-1.666908659,2.932742466,1.946019925,0.61082344,25.08476557
-5.226631227,6.662997866,1.730135575,-19.52881281,-9.150507979,-0.445223809,10.04696905,-1.117750511,-1.651084671,2.951435545,1.950314189,0.604771205,25.08338758
0.245393222,0.813528099,8.233550742,-16.93357947,-10.75391933,-1.639176431,9.246869732,-0.953104475,-1.634883554,2.970001324,1.954596772,0.598713287,25.08201008
3.584201831,-3.505408579,11.33658733,-12.97895948,-11.99689953,-2.796672038,8.412960284,-0.788089911,-1.618309964,2.988439678,1.958867602,0.592649694,25.08063308
-2.10214157,-0.60976212,8.439375089,-7.906796188,-12.91306134,-3.897401022,7.548240296,-0.62279869,-1.601368562,3.006750483,1.963126605,0.586580433,25.07925658
-1.86289797,1.66157821,3.023035823,-2.658216027,-13.53746236,-4.921053771,6.65570936,-0.457322682,-1.584064004,3.024933617,1.967373707,0.580505512,25.07788058
1.38892751,-0.602233861,-0.253749515,1.393796549,-13.90516018,-5.847320675,5.738367067,-0.291753757,-1.56640095,3.042988954,1.971608837,0.574424937,25.07650508
-0.858491703,-0.356676215,-3.491900966,4.01931115,-14.05102606,-6.656078466,4.799213011,-0.126183785,-1.548384057,3.060916372,1.97583192,0.568338715,25.07513008
0.425967293,-0.018660077,-6.011688465,5.676231144,-14.00868984,-7.328445276,3.841246783,0.039295363,-1.530017985,3.078715746,1.980042884,0.562246854,25.07375558
-0.089475707,-0.150341979,-5.198646448,6.855872816,-13.80836646,-7.848954166,2.867467975,0.204591817,-1.511307392,3.096386952,1.984241655,0.556149361,25.07238158
-0.031563345,0.16326381,-2.657730975,7.796794247,-13.47322096,-8.209188073,1.880876179,0.369613706,-1.492256936,3.113929868,1.98842816,0.550046243,25.07100808
0.092771817,0.096832894,-0.901423282,8.685578742,-13.01728176,-8.409866566,0.884470986,0.534269161,-1.472871276,3.131344369,1.992602326,0.543937508,25.06963508
-0.196835274,-0.677579463,-0.051569013,9.684226846,-12.44664946,-8.459637795,-0.118747236,0.698466311,-1.45315507,3.148630331,1.99676408,0.537823162,25.06826258
0.332239209,-0.687519612,0.606641272,10.82469675,-11.76583674,-8.368819925,-1.125696042,0.862113287,-1.433112976,3.165787631,2.000913349,0.531703212,25.06689058
0.469994993,-0.027734603,1.200306299,12.02648217,-10.97928541,-8.148163375,-2.132931589,1.025118216,-1.412749654,3.182816144,2.005050059,0.525577666,25.06551908
-0.786473346,0.988690227,1.657796112,13.15904893,-10.09115389,-7.808951033,-3.136760973,1.18738923,-1.39206976,3.199715748,2.009174137,0.519446532,25.06414809
-0.668288501,2.120959157,1.900491496,14.07477977,-9.105529732,-7.362509886,-4.133518047,1.348834458,-1.371077955,3.216486318,2.013285511,0.513309815,25.06277759
1.149525231,2.542038103,1.761848173,14.69412246,-8.02650048,-6.820012396,-5.119691189,1.50936203,-1.349778896,3.23312773,2.017384107,0.507167523,25.0614076
0.752668255,1.267224488,1.099430489,15.00037229,-6.858166046,-6.192594583,-6.091805222,1.668880076,-1.328177241,3.249639861,2.021469852,0.501019664,25.06003812
-1.51518637,-0.991665243,0.142883926,14.98049333,-5.604867922,-5.491392465,-7.046384964,1.827296724,-1.30627765,3.266022587,2.025542673,0.494866245,25.05866913
0.317595963,-3.144817863,-0.782172899,14.62066063,-4.27209006,-4.727459199,-7.980038099,1.984520106,-1.28408478,3.282275784,2.029602496,0.488707272,25.05730065
1.731075027,-4.280828002,-1.347428127,13.90655268,-2.867530391,-3.911516495,-8.889703758,2.14045835,-1.261603291,3.298399329,2.033649249,0.482542754,25.05593267
1.601124038,-4.248774687,-1.272175888,12.80908625,-1.401848182,-3.0542032,-9.772403933,2.295019587,-1.238837839,3.314393097,2.037682858,0.476372696,25.0545652
0.038239064,-3.104264923,-0.571368041,11.29874692,0.112291344,-2.166158161,-10.62516062,2.448111945,-1.215793085,3.330256965,2.04170325,0.470197107,25.05319823
-1.825193711,-0.951382939,0.484520279,9.392925422,1.657428187,-1.258020226,-11.4449958,2.599643556,-1.192473686,3.345990808,2.045710353,0.464015993,25.05183177
-1.995402186,2.071439389,1.57210454,7.141314037,3.199671931,-0.340428243,-12.22893148,2.749522548,-1.168884301,3.361594505,2.049704092,0.457829362,25.05046581
1.330390723,5.226765203,2.372123119,4.60146395,4.69315035,0.575978942,-12.97398965,2.897657052,-1.145029587,3.377067929,2.053684395,0.451637221,25.04910035
1.968169724,6.393950016,2.567130348,1.831226537,6.089875069,1.480562482,-13.67719229,3.043955197,-1.120914205,3.392410958,2.057651188,0.445439576,25.0477354
-1.898664762,4.294034144,1.894415166,-1.035381947,7.341857718,2.362683528,-14.3355614,3.188325112,-1.096542811,3.407623469,2.061604399,0.439236436,25.04637095
0.048337385,1.679410241,0.574854587,-3.824335358,8.401109922,3.211703233,-14.94611898,3.330674928,-1.071920065,3.422705336,2.065543954,0.433027807,25.04500702
1.704942722,-1.365744968,-1.040165296,-6.361217141,9.219643308,4.016982751,-15.50588702,3.470912774,-1.047050625,3.437656437,2.06946978,0.426813697,25.04364358
-1.602539173,-5.217797775,-2.597957585,-8.47291155,9.749469505,4.767883233,-16.01188751,3.60894678,-1.021939149,3.452476647,2.073381804,0.420594112,25.04228066
0.325876585,-7.74678978,-3.745835381,-9.986302836,9.942599601,5.453766371,-16.46114243,3.744685075,-0.996590296,3.467165843,2.077279953,0.41436906,25.04091824
-0.364584217,-6.941184067,-4.206905915,-10.72930054,9.750741461,6.06429708,-16.85067379,3.87803579,-0.971008725,3.481723901,2.081164153,0.408138548,25.03955632
1.001633834,-5.233483617,-4.012125941,-10.57129219,9.127103732,6.590677268,-17.17750358,4.008907055,-0.945199093,3.496150698,2.085034332,0.401902584,25.03819492
1.097776762,-2.421014404,-3.287127457,-9.548693437,8.052049208,7.02579046,-17.43865379,4.137206998,-0.919166059,3.510446108,2.088890416,0.395661173,25.03683402
-0.857562462,1.382562697,-2.162996675,-7.807770097,6.581693611,7.36305957,-17.63114641,4.262843749,-0.892914281,3.52461001,2.092732332,0.389414324,25.03547363
-1.220042408,4.897838351,-0.771107425,-5.537248767,4.814849271,7.595959313,-17.75200666,4.385728666,-0.866448419,3.538642278,2.096560008,0.383162044,25.03411375
-0.08806113,7.68814271,0.757141842,-2.932347369,2.856844459,7.717964403,-17.79827762,4.505790961,-0.839773129,3.55254279,2.100373369,0.37690434,25.03275437
-0.676555141,9.403344384,2.290352678,-0.188283826,0.813007444,7.722554775,-17.76703816,4.62299043,-0.812893072,3.566311421,2.104172343,0.370641218,25.03139551
0.118673075,8.4337108,3.687593786,2.499723943,-1.211333503,7.603805893,-17.65599793,4.737322101,-0.785812905,3.579948047,2.107956856,0.364372687,25.03003715
1.652532406,4.151309673,4.785422211,4.936458014,-3.110850113,7.358208324,-17.46528924,4.848788573,-0.758537287,3.593452545,2.111726836,0.358098753,25.0286793
-0.245442666,-2.599362931,5.473341052,6.926700468,-4.780214114,6.983442113,-17.19623388,4.957392445,-0.731070875,3.606824792,2.115482209,0.351819424,25.02732197
-1.770112434,-8.595035898,5.653610303,8.277476848,-6.113477872,6.478317066,-16.85128341,5.063136317,-0.70341833,3.620064662,2.119222902,0.345534707,25.02596514
0.362378893,-10.8711542,5.196658656,8.823554444,-7.000604193,5.843172853,-16.43441924,5.166022788,-0.675584308,3.633172033,2.122948842,0.339244608,25.02460882
1.517357365,-9.718490399,3.952297166,8.516093757,-7.353474114,5.078689208,-15.94996286,5.266054456,-0.647573469,3.646146781,2.126659955,0.332949135,25.02325301
1.717256988,-6.414449816,2.03911251,7.481336141,-7.19956209,4.186807592,-15.40223574,5.363233922,-0.61939047,3.658988782,2.13035617,0.326648296,25.02189772
0.90513789,-1.807302913,-0.224161903,5.884601195,-6.603617997,3.177758941,-14.79555937,5.457563783,-0.591039971,3.671697911,2.134037412,0.320342097,25.02054293
-1.170579571,3.87522419,-2.484697242,3.891208519,-5.644790248,2.076172729,-14.13425524,5.549046639,-0.56252663,3.684274046,2.137703608,0.314030545,25.01918866
-1.455930766,9.399861106,-4.389664675,1.666477712,-4.406205416,0.91065659,-13.42264482,5.637685089,-0.533855105,3.696717063,2.141354685,0.307713649,25.01783489
0.828019709,13.54836667,-5.586235372,-0.624271626,-2.971435416,-0.289736501,-12.6650496,5.723481733,-0.505030054,3.709026838,2.14499057,0.301391414,25.01648164
1.423713206,13.78128315,-5.739466728,-2.820123048,-1.424121883,-1.495883847,-11.86579107,5.806439168,-0.476056137,3.721203246,2.14861119,0.295063848,25.0151289
-1.071359034,9.521849722,-4.697434659,-4.784888382,0.152093547,-2.678662753,-11.02919069,5.886559996,-0.446938011,3.733246165,2.152216472,0.288730958,25.01377667
0.814434347,4.195811914,-2.770934895,-6.416306115,1.673569239,-3.808950523,-10.15956997,5.963846814,-0.417680335,3.74515547,2.155806342,0.282392752,25.01242496
0.738121079,-1.807891837,-0.37799345,-7.621538754,3.054728581,-4.857624459,-9.261250374,6.038302222,-0.388287767,3.756931038,2.159380728,0.276049236,25.01107376
-0.798870526,-9.104723679,2.064424496,-8.302157432,4.203342759,-5.795609874,-8.338505384,6.109928819,-0.358764966,3.768572745,2.162939556,0.269700419,25.00972307
0.340662232,-15.35592015,4.139353764,-8.37330783,5.040757503,-6.594024102,-7.395416452,6.178729203,-0.32911659,3.780080467,2.166482753,0.263346306,25.00837289
-0.761490312,-17.41310958,5.415633339,-7.800067316,5.538250234,-7.224032486,-6.436017022,6.244705975,-0.299347298,3.79145408,2.170010245,0.256986905,25.00702323
0.319316648,-16.94337004,5.514661608,-6.575472434,5.698388848,-7.66015094,-5.464285406,6.307861733,-0.269461748,3.802693461,2.173521961,0.250622223,25.00567408
0.576915128,-14.17432241,4.513233646,-4.730809892,5.544995135,-7.89425546,-4.483884653,6.368199076,-0.239464598,3.813798485,2.177017826,0.244252268,25.00432545
-1.393750993,-9.776226279,2.729623225,-2.437318258,5.120638524,-7.937528859,-3.497918632,6.425720604,-0.209360507,3.82476903,2.180497768,0.237877046,25.00297733
-0.181124418,-4.273991696,0.525926499,0.087978575,4.471751497,-7.805670022,-2.508838194,6.480428916,-0.179154134,3.835604971,2.183961713,0.231496566,25.00162973
2.021382261,4.352441167,-1.738100653,2.630396995,3.644766533,-7.514734029,-1.518737991,6.53232661,-0.148850137,3.846306184,2.187409588,0.225110833,25.00028264
-2.526039995,15.56952859,-3.704989589,4.977540621,2.686116113,-7.080831857,-0.52965678,6.581416286,-0.118453173,3.856872546,2.19084132,0.218719855,24.99893607
-1.785652371,21.71617899,-5.035821211,6.93556262,1.642232716,-6.520073983,0.456366183,6.627700542,-0.087967903,3.867303933,2.194256835,0.212323639,24.99759001
3.873692509,20.52668975,-5.523376662,8.383518886,0.559548823,-5.848570882,1.43729164,6.671181979,-0.057398984,3.877600221,2.197656062,0.205922193,24.99624447
1.763397597,12.63784818,-5.256410185,9.272721464,-0.514531652,-5.082433033,2.411080334,6.711863195,-0.026751074,3.887761287,2.201038926,0.199515524,24.99489944
-4.731130141,1.351456995,-4.384877203,9.605533666,-1.531436882,-4.237808332,3.375693008,6.749746789,0.003971168,3.897787005,2.204405354,0.193103638,24.99355493
-1.73415329,-9.863456054,-3.056321273,9.40777228,-2.455864597,-3.330995931,4.329090406,6.784835361,0.034763083,3.907677254,2.207755274,0.186686543,24.99221094
3.452408812,-18.92020647,-1.418285952,8.721682371,-3.268897083,-2.378338703,5.26923327,6.817131509,0.065620014,3.917431909,2.211088611,0.180264247,24.99086747
5.939914942,-24.12538788,0.3816852,7.593632085,-3.955777069,-1.396142161,6.194082342,6.846637833,0.096537301,3.927050846,2.214405294,0.173836756,24.98952451
5.429794154,-24.33407819,2.214462651,6.071780446,-4.503713066,-0.400536912,7.101598367,6.873356931,0.127510287,3.936533941,2.217705248,0.167404077,24.98818207
-0.497903964,-17.31353975,3.975844284,4.209334629,-4.906592893,0.592614056,7.989742087,6.897291402,0.158534314,3.945881072,2.220988401,0.160966218,24.98684015
-6.244445701,-1.827764199,5.3847771,2.0560008,-5.160883246,1.568423709,8.856474245,6.918443833,0.189604734,3.955092113,2.224254679,0.154523185,24.98549875
-1.871803717,17.55005541,6.10096572,-0.329364707,-5.265121181,2.514075375,9.699755584,6.936816807,0.220716908,3.964166941,2.22750401,0.148074987,24.98415786
5.650807424,25.26396792,5.739446178,-2.843236974,-5.220882328,3.419790954,10.51754685,6.952412893,0.251866204,3.973105432,2.23073632,0.14162163,24.9828175
-5.139688534,12.52451353,4.042044739,-5.341510966,-5.032843432,4.278893463,11.30780878,6.96523466,0.283047997,3.981907463,2.233951535,0.135163121,24.98147765
1.313687576,0.482695627,1.41220223,-7.672214842,-4.706990069,5.086014746,12.06850212,6.975284668,0.314257665,3.99057291,2.237149584,0.128699467,24.98013832
3.831574972,-7.111512782,-1.579270174,-9.683393488,-4.249468184,5.835963748,12.79758761,6.982565479,0.345490589,3.999101649,2.240330392,0.122230676,24.97879951
-3.1403722,-13.53315362,-4.361561299,-11.22476654,-3.664748973,6.523549416,13.493026,6.987079648,0.376742152,4.007493556,2.243493887,0.115756755,24.97746123
2.501525877,-23.3452945,-6.363859973,-12.15257953,-2.950777737,7.143580692,14.15277802,6.988829731,0.408007741,4.015748508,2.246639995,0.109277712,24.97612346
0.371801209,-23.65539545,-7.047624048,-12.33347783,-2.109290641,7.690866524,14.77480443,6.987818278,0.439282745,4.02386638,2.249768643,0.102793552,24.97478621
-1.578603119,-18.93106467,-6.147448912,-11.70384492,-1.165411176,8.160215854,15.35706597,6.984047842,0.470562554,4.031847049,2.252879758,0.096304283,24.97344948
1.370156609,-17.21065507,-4.006444708,-10.35149568,-0.152472534,8.546437629,15.89752337,6.977520952,0.501842577,4.039690391,2.255973267,0.089809913,24.97211328
-1.352006031,-13.6021654,-1.111783012,-8.399982696,0.895567182,8.844340793,16.39413738,6.968240066,0.533118298,4.047396283,2.259049097,0.083310449,24.97077759
-0.522735532,-8.066036355,2.049364601,-5.972858567,1.94474987,9.048734291,16.84486874,6.956207619,0.564385223,4.0549646,2.262107174,0.076805898,24.96944243
1.821776875,-0.954161867,4.989826557,-3.193675875,2.961117428,9.154257724,17.24784755,6.941426032,0.595638872,4.062395219,2.265147426,0.070296266,24.96810779
-2.269111151,7.72601523,7.222431281,-0.18598721,3.910711754,9.154667987,17.60208659,6.923897742,0.626874746,4.069688016,2.268169779,0.063781562,24.96677367
-1.85888841,15.27989856,8.260007196,2.926654842,4.759574744,9.042718844,17.90760179,6.903625264,0.658088274,4.076842867,2.271174161,0.057261792,24.96544008
3.332944621,18.02890343,7.62348557,6.01259485,5.473748298,8.810907915,18.16466521,6.880611132,0.689274861,4.083859649,2.274160497,0.050736964,24.96410701
2.974873644,13.58216139,5.089128376,8.899144249,6.019274313,8.451545878,18.37373586,6.854857924,0.72042987,4.090738237,2.277128715,0.044207084,24.96277446
-4.538383844,6.155381919,1.320895715,11.38310663,6.360689343,7.957763711,18.53595781,6.826368399,0.751548482,4.097478508,2.280078741,0.037672161,24.96144243
-4.482324588,0.650191166,-2.842661234,13.30099206,6.4540799,7.330971388,18.65264614,6.79514536,0.782625836,4.104080339,2.283010504,0.0311322,24.96011093
2.315315793,-2.729545846,-6.575073353,14.5013927,6.244117973,6.583993407,18.72511596,6.761191365,0.813657313,4.110543604,2.285923928,0.024587209,24.95877995
5.665109326,-5.578271737,-9.049871527,14.82326787,5.68190165,5.732860962,18.7546794,6.724510961,0.844639281,4.116868182,2.288818942,0.018037196,24.95744949
2.400485372,-9.413286466,-9.440586639,14.05405202,4.769859437,4.793799751,18.74263196,6.685125064,0.875568351,4.123053947,2.291695472,0.011482168,24.95611956
-2.076451798,-11.6605649,-6.99577409,11.99459636,3.572027558,3.783035474,18.69024726,6.64307649,0.906441136,4.129100776,2.294553444,0.004922131,24.95479016
-6.537697869,-8.185211135,-1.730420154,8.772418448,2.165435969,2.71679383,18.59879417,6.598412789,0.937254248,4.135008545,2.297392786,-0.001642907,24.95346128
-1.711448943,2.870954369,4.40013318,4.748308315,0.627114625,1.61130052,18.46954159,6.551181506,0.968004299,4.140777131,2.300213425,-0.008212939,24.95213292
6.810078754,9.266902097,8.979050882,0.317778233,-0.965906516,0.482781243,18.30375838,6.501430191,0.998687902,4.146406409,2.303015288,-0.014787957,24.95080509
-6.867039832,1.397546678,10.05166989,-4.150066817,-2.5365975,-0.652538302,18.10271344,6.44920639,1.029301668,4.151896256,2.3057983,-0.021367956,24.94947779
6.47522111,-7.877206836,7.439188107,-8.318924111,-4.00792837,-1.778432416,17.86767563,6.394557653,1.05984221,4.157246548,2.30856239,-0.027952926,24.94815101
6.810229456,-7.300219046,1.606353206,-11.8586171,-5.302869171,-2.878675398,17.59991384,6.337531526,1.09030614,4.162457162,2.311307483,-0.034542862,24.94682476
-6.932047846,3.740896741,-5.624164029,-14.43873871,-6.344389946,-3.937041549,17.30069696,6.278175557,1.120690071,4.167527973,2.314033509,-0.041137756,24.94549903
-3.933351785,7.011605084,-10.31106274,-15.72888189,-7.055460739,-4.93730517,16.97129385,6.216537295,1.150990614,4.172458853,2.316740395,-0.047737601,24.94417384
3.759795672,1.42939945,-10.02708247,-15.46525727,-7.375641424,-5.863240562,16.6129734,6.152664287,1.181204381,4.177249675,2.319428075,-0.05434239,24.94284917
7.149061916,-5.32786518,-6.213176717,-13.70013492,-7.316106042,-6.701285322,16.22700449,6.08660408,1.211327986,4.181900311,2.322096478,-0.060952115,24.94152503
3.197047814,-7.008063558,-0.952268243,-10.75075695,-6.924599047,-7.449569102,15.81465601,6.018404223,1.24135804,4.186410632,2.324745536,-0.06756677,24.94020141
-7.614820851,-4.016068737,4.078400328,-6.983954054,-6.249964239,-8.113040361,15.37719683,5.948112264,1.271291156,4.190780512,2.32737518,-0.074186347,24.93887832
-3.590112465,0.932928305,8.036898466,-2.766556935,-5.340006275,-8.697686705,14.91589582,5.87577575,1.301123946,4.195009822,2.32998534,-0.080810839,24.93755577
3.340680308,5.641122536,10.28083397,1.534603714,-4.242844659,-9.209180886,14.43202188,5.801442229,1.330853021,4.199098434,2.332575948,-0.087440238,24.93623374
6.198718709,8.269055016,10.15552154,5.564990313,-3.007858592,-9.651935968,13.92684388,5.725159249,1.360474995,4.20304622,2.335146935,-0.094074539,24.93491224
