date,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12
11/28/2020 8:00,-18.63483626,-23.4928591,1.191577994,-3.918333292,-13.35739335,-12.18688129,-21.71175113,10.53748764,11.89351638,28.87797252,-3.974815621,64.48631551
11/28/2020 9:00,-31.46674006,-18.77759758,8.582925962,-3.222621359,-12.78505044,-11.8293823,-21.52638444,10.5009635,11.87292449,28.87859829,-3.973939601,64.48630354
11/28/2020 10:00,-13.70452798,-7.231216646,15.60476896,-2.459929566,-12.16412141,-11.46479512,-21.33887447,10.46398671,11.85226393,28.87921592,-3.973061953,64.48629161
11/28/2020 11:00,21.34062022,7.018781142,21.9050214,-1.647270866,-11.4966043,-11.09332232,-21.14924225,10.42655967,11.83153484,28.87982541,-3.972182676,64.48627972
11/28/2020 12:00,33.73667853,18.85573944,27.13159768,-0.801658211,-10.78449717,-10.71516645,-20.95750882,10.38868478,11.81073735,28.88042675,-3.97130177,64.48626788
11/28/2020 13:00,24.10777819,25.28684464,30.93241222,0.059895445,-10.02979806,-10.33053007,-20.76369519,10.35036446,11.78987158,28.88101995,-3.970419234,64.48625607
11/28/2020 14:00,18.30841769,26.87890965,32.95538568,0.92037715,-9.23450504,-9.939615738,-20.5678224,10.3116011,11.76893767,28.88160499,-3.969535068,64.4862443
11/28/2020 15:00,9.648285625,25.10973388,32.94162428,1.763411783,-8.400616156,-9.542626017,-20.36991147,10.27239713,11.74793576,28.88218187,-3.968649272,64.48623258
11/28/2020 16:00,-10.12479081,21.27710411,31.02084001,2.575892478,-7.530129461,-9.139763463,-20.16998344,10.23275495,11.72686597,28.88275059,-3.967761845,64.4862209
11/28/2020 17:00,-19.82883341,15.84415892,27.48024901,3.347705441,-6.625043009,-8.731230636,-19.96805933,10.19267697,11.70572843,28.88331115,-3.966872787,64.48620925
11/28/2020 18:00,-23.09982764,9.415325763,22.6250749,4.067404119,-5.687354853,-8.317230094,-19.76416016,10.15216558,11.68452328,28.88386355,-3.965982097,64.48619765
11/28/2020 19:00,-31.36721465,2.848487835,16.76105373,4.723029541,-4.719063048,-7.897964396,-19.55830697,10.11122322,11.66325066,28.88440777,-3.965089776,64.48618609
11/28/2020 20:00,-36.499844,-3.35906329,10.19392157,5.302622738,-3.722165645,-7.473636101,-19.35052078,10.06985227,11.64191068,28.88494382,-3.964195822,64.48617457
11/28/2020 21:00,-35.03096578,-8.865635508,3.229414459,5.794224738,-2.6986607,-7.044447767,-19.14082262,10.02805515,11.62050348,28.88547169,-3.963300236,64.48616309
11/28/2020 22:00,-32.58929476,-13.47414992,-3.826653638,6.185876571,-1.650546264,-6.610601953,-18.92923352,9.985834269,11.5990292,28.88599138,-3.962403016,64.48615165
11/28/2020 23:00,-28.13446758,-17.13715368,-10.66792086,6.465619267,-0.579820391,-6.172301218,-18.71577451,9.943192033,11.57748797,28.88650289,-3.961504164,64.48614025
11/29/2020 0:00,-22.59129716,-19.57332575,-16.98671727,6.621493855,0.511518865,-5.729748121,-18.50046661,9.900130851,11.55587991,28.8870062,-3.960603677,64.48612889
11/29/2020 1:00,-9.357013425,-21.51030499,-22.47399598,6.641611816,1.621402999,-5.28314522,-18.28333085,9.85665313,11.53420517,28.88750133,-3.959701557,64.48611758
11/29/2020 2:00,15.69352462,-22.91820595,-26.82060537,6.515051258,2.746796879,-4.832695074,-18.06438827,9.812761279,11.51246387,28.88798826,-3.958797802,64.4861063
11/29/2020 3:00,22.87201917,-23.86284091,-29.71825731,6.233883142,3.881672521,-4.378600242,-17.84365988,9.768457706,11.49065614,28.888467,-3.957892412,64.48609507
11/29/2020 4:00,24.60279591,-24.39190599,-30.86123499,5.793472736,5.01853938,-3.921063283,-17.62116671,9.723744818,11.46878211,28.88893753,-3.956985387,64.48608387
11/29/2020 5:00,33.37117476,-24.8967743,-30.00116027,5.199446236,6.149667331,-3.460286756,-17.3969298,9.678625025,11.44684192,28.88939986,-3.956076727,64.48607272
11/29/2020 6:00,38.29321609,-26.17669453,-27.11512903,4.469585469,7.267779787,-2.996473218,-17.17097016,9.633100733,11.4248357,28.88985398,-3.95516643,64.48606161
11/29/2020 7:00,-7.952280765,-28.07526531,-22.35132049,3.624233922,8.365732854,-2.52982523,-16.94330884,9.587174352,11.40276359,28.89029988,-3.954254498,64.48605054
11/29/2020 8:00,-24.4588378,-27.57016745,-16.02151041,2.683732944,9.436384776,-2.060545349,-16.71396685,9.540848289,11.3806257,28.89073757,-3.953340928,64.48603951
11/29/2020 9:00,-38.18452753,-20.86938443,-8.622621337,1.66841659,10.47260109,-1.588836135,-16.48296523,9.494124953,11.35842218,28.89116704,-3.952425722,64.48602852
11/29/2020 10:00,-9.400345946,-7.760979718,-0.698572344,0.598237653,11.4676286,-1.114900146,-16.25032499,9.447006751,11.33615316,28.89158829,-3.951508878,64.48601757
11/29/2020 11:00,31.0067384,7.194811303,7.204861946,-0.508270426,12.41613346,-0.638939941,-16.01606718,9.399496092,11.31381876,28.89200132,-3.950590397,64.48600666
11/29/2020 12:00,36.44733864,18.68017159,14.54190691,-1.632940881,13.31314849,-0.161158079,-15.78021281,9.351595383,11.29141913,28.89240611,-3.949670277,64.48599579
