no,no,no,no,no,no,no,no,no,no,no,no,no
7.384216669,-50.69369153,-27.05200669,16.63715535,8.585687143,25.76818923,-18.19252024,64.59262372,-60.72830932,-12.08156234,-2.888497596,21.64694274,32.11177286
-0.272155121,-39.43300274,-25.36073594,15.69127759,9.344549783,26.44216445,-20.06219173,64.63350579,-60.4474187,-12.14481567,-2.86082103,21.63724107,32.11240224
-9.047404305,-21.39438771,-19.22558275,14.42195108,9.929780687,27.00037134,-21.87228752,64.66874595,-60.16108492,-12.20759389,-2.833064713,21.62752475,32.11303199
-6.744514254,0.968100053,-10.27757359,12.93586216,10.3555535,27.43586617,-23.61865531,64.69836585,-59.8693355,-12.26989608,-2.805228894,21.61779379,32.11366209
6.456729923,22.06720879,-0.147734949,11.33993148,10.63678495,27.74110814,-25.29752315,64.72238715,-59.57219798,-12.33172128,-2.777313819,21.60804818,32.11429256
8.659807889,37.82242198,9.532906702,9.741079678,10.78652494,27.91105469,-26.90575049,64.7408342,-59.26970258,-12.39306856,-2.749319737,21.5982879,32.11492339
-0.705571239,45.85699363,17.13332488,8.246227386,10.81409852,27.94525693,-28.44106559,64.75374437,-58.96189255,-12.45393699,-2.721246897,21.58851296,32.11555458
-6.606164466,45.02938796,21.15374902,6.962295245,10.72603869,27.84728962,-29.9024283,64.76116659,-58.64882267,-12.51432561,-2.693095546,21.57872334,32.11618613
-0.039854813,35.82425812,20.94513971,5.970409847,10.52842212,27.62213481,-31.28974946,64.76315195,-58.33054994,-12.5742335,-2.664865933,21.56891905,32.11681804
7.18627189,22.13455005,17.29379361,5.246636601,10.22803334,27.27488213,-32.60312024,64.75975158,-58.00713133,-12.63365971,-2.636558306,21.55910006,32.11745031
4.910400988,7.688025002,11.31671463,4.733556123,9.834366605,26.81060256,-33.84263177,64.75101658,-57.67862382,-12.6926033,-2.608172912,21.54926638,32.11808294
-0.120490448,-6.856347503,4.132156568,4.371261054,9.358155254,26.23436607,-35.00837523,64.73699806,-57.34508441,-12.75106334,-2.57971,21.539418,32.11871593
-4.96735054,-19.91167275,-3.141626776,4.099693289,8.810283376,25.55124261,-36.10044177,64.71774714,-57.00657008,-12.80903888,-2.551169818,21.52955491,32.11934929
-5.828804156,-30.21337926,-9.386381597,3.85867741,8.201752373,24.76630215,-37.11892255,64.6933148,-56.66313768,-12.86652899,-2.522552614,21.51967711,32.119983
4.623664677,-34.56403643,-13.48385409,3.587677535,7.543924108,23.88461466,-38.06390872,64.66375147,-56.31484351,-12.92353273,-2.493858636,21.50978459,32.12061707
3.79033724,-29.85357868,-14.61019071,3.226475681,6.847842546,22.9112501,-38.93549144,64.62910745,-55.96174375,-12.98004915,-2.465088132,21.49987734,32.1212515
-5.220721914,-16.55212271,-13.13020048,2.726024247,6.124442847,21.85127844,-39.73376187,64.58943302,-55.60389455,-13.03607732,-2.436241351,21.48995535,32.1218863
-2.992250055,3.325416863,-9.747960947,2.082162098,5.384641955,20.70976963,-40.45881116,64.54477847,-55.24135209,-13.0916163,-2.407318541,21.48001863,32.12252145
4.877638042,21.48950292,-5.181099059,1.304416265,4.639218063,19.49179365,-41.11073047,64.4951941,-54.87417252,-13.14666515,-2.378319949,21.47006715,32.12315696
-0.77694929,27.12837523,-0.147863725,0.403442737,3.898442359,18.20242045,-41.68961096,64.44073009,-54.5024119,-13.20122293,-2.349245823,21.46010092,32.12379283
2.356192099,15.41220796,4.593465964,-0.608788685,3.171272224,16.84672001,-42.19554379,64.38143649,-54.12612615,-13.2552887,-2.320096413,21.45011994,32.12442906
2.015998987,-3.615436679,8.124484369,-1.718688656,2.465051315,15.42976228,-42.62862011,64.3173633,-53.74537115,-13.30886152,-2.290871966,21.44012418,32.12506565
-4.262297639,-18.96726045,9.484982597,-2.910547626,1.786776153,13.95661723,-42.98893108,64.24856051,-53.36020276,-13.36194046,-2.261572729,21.43011365,32.1257026
1.105436066,-21.17849382,7.845716651,-4.155995136,1.143443262,12.43235483,-43.27656786,64.17507814,-52.97067687,-13.41452456,-2.232198952,21.42008834,32.12633991
0.747218759,-13.55260224,3.397419177,-5.402287158,0.542049163,10.86204504,-43.4916317,64.09697628,-52.57684935,-13.4666129,-2.202750882,21.41004823,32.12697758
1.147307208,-4.79049437,-1.633628062,-6.591023718,-0.01040962,9.250757816,-43.63426428,64.01435556,-52.17877617,-13.51820454,-2.173228768,21.39999334,32.12761561
3.456802244,0.006610933,-4.957677151,-7.663804845,-0.506936564,7.603563133,-43.70462945,63.92733922,-51.77651377,-13.56929853,-2.143632857,21.38992364,32.12825399
1.3224076,4.084356613,-6.297444882,-8.562230564,-0.940535148,5.925530951,-43.70295557,63.8361151,-51.37011865,-13.61989394,-2.113963397,21.37983914,32.12889274
-1.488898053,7.260924047,-6.299270984,-9.2171005,-1.304319111,4.221850665,-43.62950624,63.74090631,-50.95964734,-13.66998982,-2.084220638,21.36973982,32.12953184
-1.576198333,8.455836455,-5.54812964,-9.535955331,-1.591838953,2.498244375,-43.4843726,63.64176346,-50.54515636,-13.71958524,-2.054404826,21.35962568,32.1301713
-1.235030465,8.078671854,-4.098892961,-9.498888324,-1.798168132,0.760806471,-43.26751746,63.53860887,-50.12670222,-13.76867926,-2.02451621,21.34949672,32.13081113
-0.854208487,6.476225589,-1.948365433,-9.120151896,-1.926420341,-0.984177408,-42.97888204,63.43134324,-49.70434146,-13.81727094,-1.994555038,21.33935292,32.1314513
-0.560767213,4.193597369,0.510374144,-8.41784502,-1.989748629,-2.730344994,-42.61840752,63.31986724,-49.27813059,-13.86535934,-1.964521559,21.32919427,32.13209184
-0.258948692,1.756047092,2.663501509,-7.412905471,-2.000779922,-4.471228827,-42.1860351,63.20408158,-48.84812614,-13.91294352,-1.934416019,21.31902078,32.13273274
-0.079163057,-0.045105721,3.877300859,-6.127826698,-1.970610607,-6.200336311,-41.68170598,63.08388735,-48.41438506,-13.96002254,-1.904238668,21.30883244,32.13337399
0.153864005,-0.729077615,3.571384903,-4.6056229,-1.908293209,-7.91117485,-41.10536134,62.95918696,-47.97696557,-14.00659546,-1.873989754,21.29862923,32.1340156
0.172421619,0.211104316,1.625960759,-2.953596013,-1.822391199,-9.597251846,-40.45694239,62.82988315,-47.53592625,-14.05266135,-1.843669524,21.28841116,32.13465757
-0.012380926,1.867332348,-0.994462539,-1.257089411,-1.721468047,-11.2520747,-39.73639032,62.69587864,-47.09132567,-14.09821925,-1.813278227,21.27817821,32.1352999
-0.12255215,2.676692391,-2.927560649,0.408662391,-1.614087223,-12.86915083,-38.94364632,62.55707617,-46.64322239,-14.14326825,-1.78281611,21.26793038,32.13594258
-0.059054561,1.547743603,-3.096905951,1.971802341,-1.508817336,-14.44198248,-38.07865159,62.41337847,-46.19167497,-14.18780738,-1.752283423,21.25766766,32.13658562
0.239891497,-1.451801317,-1.565622591,3.388129452,-1.414269813,-15.96402911,-37.14134733,62.26468827,-45.73674199,-14.23183573,-1.721680413,21.24739005,32.13722902
-0.201012989,-3.888289404,0.664341331,4.673405091,-1.339087593,-17.42871866,-36.13167473,62.11090831,-45.27848201,-14.27535233,-1.691007328,21.23709754,32.13787278
-0.073618678,-2.129656909,2.475032355,5.857536847,-1.291558398,-18.82983426,-35.04957498,61.95194133,-44.81695362,-14.31835627,-1.660264416,21.22679011,32.13851689
0.723378551,2.216350852,3.145151305,6.970432311,-1.279380171,-20.16155575,-33.8951824,61.78769086,-44.35221618,-14.36084659,-1.629451925,21.21646778,32.13916136
-0.354781149,3.334580979,2.221464199,7.96740543,-1.310035244,-21.41724233,-32.66966751,61.61806315,-43.88433177,-14.40282237,-1.598570104,21.20613052,32.13980619
-1.130932882,1.474865987,0.064209298,8.533386728,-1.39087659,-22.58905738,-31.37552499,61.44296515,-43.41336317,-14.44428265,-1.567619201,21.19577834,32.14045137
-1.617532104,-1.517717812,-2.319373594,8.389947296,-1.5279159,-23.66914663,-30.01587405,61.26230379,-42.93937317,-14.4852265,-1.536599463,21.18541122,32.14109692
1.30834761,-3.343229673,-3.800283153,7.285080766,-1.723983917,-24.65092094,-28.59418004,61.07598603,-42.46242453,-14.52565298,-1.505511139,21.17502915,32.14174281
2.367331043,-3.396805426,-3.492696056,5.08201783,-1.985114863,-25.52899682,-27.11418006,60.8839188,-41.98258003,-14.56556116,-1.474354477,21.16463214,32.14238907
3.282242916,-2.756608218,-1.612479965,2.087860338,-2.318404458,-26.29804454,-25.57984871,60.68600904,-41.49990246,-14.60495008,-1.443129726,21.15422018,32.14303568
2.071562258,-0.311249898,1.06780073,-1.268798739,-2.730948424,-26.95263974,-23.99525526,60.4821637,-41.01445458,-14.64381882,-1.411837132,21.14379325,32.14368265
-3.879961719,3.865760137,3.703933515,-4.519090936,-3.229842482,-27.487327,-22.36450001,60.27228983,-40.52629928,-14.68216643,-1.380476944,21.13335136,32.14432997
-8.523332678,5.785932732,5.464727873,-7.186437158,-3.822182351,-27.89665915,-20.69167504,60.0562961,-40.03550109,-14.71999198,-1.349049411,21.12289449,32.14497765
-2.07146931,2.42782367,5.735140418,-8.905535346,-4.515063754,-28.17525802,-18.98080338,59.83409621,-39.54212951,-14.75729452,-1.317554781,21.11242264,32.14562569
7.766892086,-3.083079312,4.666789034,-9.667631178,-5.316810293,-28.31785767,-17.2357959,59.60560504,-39.04625527,-14.79407312,-1.285993301,21.1019358,32.14627408
13.27697719,-7.467471871,2.586327633,-9.535721235,-6.236809281,-28.31938733,-15.46036823,59.37073748,-38.5479491,-14.83032684,-1.254365219,21.09143397,32.14692283
14.73172492,-8.993762896,-0.183637515,-8.592606623,-7.260595868,-28.1750695,-13.65794277,59.12940861,-38.04728192,-14.86605473,-1.222670785,21.08091714,32.14757193
9.979539018,-6.596441624,-3.259597432,-6.960409125,-8.334671713,-27.88028854,-11.83178006,58.88153641,-37.54432752,-14.90125586,-1.190910245,21.0703853,32.14822139
1.824968273,-1.849115274,-6.070366883,-4.77136442,-9.4101279,-27.43045438,-9.985115049,58.62704761,-37.03916848,-14.93592929,-1.159083849,21.05983844,32.1488712
-7.033548368,4.3680598,-8.207596289,-2.208643993,-10.44162507,-26.82097698,-8.12118268,58.36587106,-36.53188949,-14.97007408,-1.127191844,21.04927656,32.14952137
-16.7021245,10.52896891,-9.349405169,0.561560639,-11.38382387,-26.04726628,-6.243217904,58.09793566,-36.02257528,-15.00368928,-1.095234477,21.03869965,32.1501719
-25.67669669,14.90732035,-9.265148521,3.464293436,-12.19100989,-25.10510726,-4.35445567,57.82317027,-35.51131054,-15.03677397,-1.063211999,21.02810771,32.15082278
-31.58303916,15.77584439,-7.628737866,6.329970549,-12.81558185,-23.99217181,-2.458130927,57.54150377,-34.99817999,-15.06932721,-1.031124655,21.01750073,32.15147402
-31.38077837,11.98030753,-4.296158007,8.951897434,-13.20611161,-22.70995862,-0.557478623,57.25286503,-34.48326832,-15.10134804,-0.998972696,21.0068787,32.15212561
-20.39426421,4.547165902,0.042192056,11.12182752,-13.30279294,-21.26834453,1.344266293,56.95718291,-33.96666026,-15.13283554,-0.966756368,20.99624161,32.15277755
7.798991133,-4.473534227,4.685485516,12.63151423,-13.04237433,-19.68065164,3.243868872,56.6543863,-33.4484405,-15.16378876,-0.93447592,20.98558946,32.15342985
37.40140318,-13.56550342,8.986724668,13.272711,-12.36098494,-17.96082135,5.138094165,56.34440407,-32.92869376,-15.19420676,-0.902131599,20.97492225,32.15408251
45.72668617,-20.91732995,12.30249079,12.85649306,-11.21389943,-16.12297142,7.023707224,56.02716508,-32.40750474,-15.22408861,-0.869723655,20.96423995,32.15473552
37.27546776,-25.3064655,13.99383859,11.2711068,-9.636056471,-14.18125011,8.897473101,55.70259822,-31.88495815,-15.25343337,-0.837252335,20.95354258,32.15538888
6.393210241,-25.82011543,13.53506793,8.4980329,-7.693955191,-12.14980569,10.75615684,55.37063236,-31.3611387,-15.2822401,-0.804717887,20.94283012,32.1560426
-42.69990731,-22.25780788,10.90453808,4.815142733,-5.466938821,-10.04278641,12.59652351,55.03119636,-30.83613109,-15.31050785,-0.77212056,20.93210257,32.15669668
-51.2506696,-15.2235165,6.558201414,0.566733093,-3.036959794,-7.87434054,14.41533814,54.68421911,-30.31002004,-15.33823569,-0.739460601,20.92135991,32.1573511
-58.91138297,-5.35183949,1.104958977,-3.919701746,-0.48597054,-5.658616339,16.2093658,54.32962947,-29.78289025,-15.36542268,-0.706738258,20.91060214,32.15800588
-57.43880949,6.384325726,-4.809582636,-8.320618087,2.104076509,-3.40976207,17.97537153,53.96735631,-29.25482642,-15.39206788,-0.673953781,20.89982926,32.15866102
-44.08637122,18.50327655,-10.52435166,-12.31247224,4.651228923,-1.141925994,19.71012038,53.59732852,-28.72591327,-15.41817035,-0.641107416,20.88904126,32.15931651
-12.90898362,29.12216003,-15.37563259,-15.57176821,7.073581976,1.130743627,21.41037741,53.21947496,-28.19623551,-15.44372915,-0.608199412,20.87823813,32.15997235
34.20534092,36.68122017,-18.70694943,-17.77022789,9.291688305,3.394098532,23.07290767,52.83372451,-27.66587784,-15.46874334,-0.575230017,20.86741986,32.16062855
64.91666629,39.6956537,-20.03381308,-18.56769206,11.24317733,5.633990459,24.69447621,52.44000603,-27.13492497,-15.49321199,-0.542199479,20.85658645,32.1612851
71.66909487,36.68608037,-19.43496469,-17.74783971,12.90328541,7.836271146,26.27184807,52.03824841,-26.6034616,-15.51713415,-0.509108046,20.8457379,32.161942
61.19806976,26.66403278,-17.09751579,-15.49014853,14.26916446,9.986792331,27.80178832,51.62838051,-26.07157245,-15.54050888,-0.475955967,20.83487419,32.16259926
50.32935899,11.28175957,-13.31614814,-12.07104718,15.34144658,12.07140575,29.28106199,51.21033121,-25.53934222,-15.56333522,-0.442743513,20.82399532,32.16325687
42.50051328,-6.913128193,-8.432688626,-7.76696216,16.1207617,14.07596315,30.70643415,50.78402938,-25.00685562,-15.58561212,-0.409471048,20.81310127,32.16391484
26.65363266,-25.15324306,-2.793289777,-2.854319977,16.60773977,15.98631626,32.07466985,50.34940389,-24.47419736,-15.6073385,-0.376138961,20.80219206,32.16457315
8.84608095,-40.80646141,3.255895862,2.390452863,16.80301075,17.78831682,33.38253413,49.90638363,-23.94145215,-15.62851327,-0.34274764,20.79126766,32.16523182
-13.93028767,-51.15544833,9.389014133,7.690929852,16.70636365,19.46865749,34.62679205,49.45489744,-23.40870469,-15.64913537,-0.309297474,20.78032807,32.16589084
-36.28254266,-53.87253548,15.34880106,12.77068448,16.31355664,21.0180618,35.80420866,48.99487423,-22.87603969,-15.6692037,-0.27578885,20.76937329,32.16655022
-57.66277671,-46.20373262,20.79669403,17.35329025,15.61663976,22.43096139,36.911549,48.52624284,-22.34354186,-15.68871718,-0.242222157,20.75840331,32.16720995
-77.14764025,-25.53315384,25.17679248,21.16232065,14.60611182,23.70333913,37.94557814,48.04893217,-21.81129591,-15.70767475,-0.208597784,20.74741812,32.16787003
-80.29837572,8.010862406,27.88201221,23.92134917,13.27176659,24.83188294,38.90306112,47.56287108,-21.27938654,-15.72607532,-0.174916117,20.73641771,32.16853046
-18.87958379,42.84333592,28.30526903,25.35111394,11.60540318,25.81411077,39.78076299,47.06798844,-20.74789846,-15.7439178,-0.141177546,20.72540208,32.16919125
78.99445174,62.39896961,25.74582043,25.24520145,9.61802358,26.64914762,40.57544881,46.56421312,-20.21691638,-15.76120113,-0.107382459,20.71437122,32.16985238
2.407487311,54.57076226,19.53195454,23.73072906,7.35836759,27.33948307,41.28388362,46.05147401,-19.68652501,-15.77792422,-0.073531243,20.70332513,32.17051387
0.750531196,26.33980525,10.51295676,21.01743195,4.885415935,27.88840629,41.90283248,45.52969997,-19.15680905,-15.794086,-0.039624288,20.6922638,32.17117571
-40.85103386,-9.980848418,-0.058223616,17.31465224,2.258542352,28.29920644,42.42906044,44.99881987,-18.62785322,-15.80968537,-0.005661981,20.68118721,32.17183791
-73.36974479,-43.02022606,-10.92863729,12.83173209,-0.462879421,28.57493871,42.85956653,44.45875378,-18.0997334,-15.82472127,0.028355289,20.67009537,32.17250045
-43.61946418,-63.99602933,-20.84533498,7.778013633,-3.219475648,28.71738483,43.19262326,43.90938648,-17.57249021,-15.83919261,0.062427134,20.65898827,32.17316335
-22.85343287,-71.80658164,-28.55536738,2.362839019,-5.951872593,28.72660745,43.4282222,43.35059393,-17.04615546,-15.85309832,0.096553166,20.64786591,32.1738266
-4.339305202,-68.01497725,-33.01660084,-3.204449612,-8.600696518,28.60153438,43.56748976,42.7822521,-16.52076096,-15.86643732,0.130732997,20.63672826,32.1744902
16.48544418,-53.9898906,-34.11150125,-8.714510115,-11.10657369,28.33984763,43.61278715,42.20424797,-15.9963385,-15.87920852,0.164966239,20.62557534,32.17515415
46.81401173,-30.73450376,-32.25154234,-13.96515592,-13.41013036,27.9386464,43.56698632,41.61654059,-15.47291989,-15.89141084,0.199252502,20.61440712,32.17581845
59.67534166,0.77359036,-27.89647002,-18.78726526,-15.45199281,27.39494854,43.4329015,41.01922807,-14.95053694,-15.90304322,0.2335914,20.60322361,32.17648311
26.89955746,37.66561961,-21.47534736,-23.0423992,-17.17278728,26.7057719,43.2132535,40.41250193,-14.42922145,-15.91410456,0.267982543,20.5920248,32.17714811
-24.11520871,68.85480313,-13.3813136,-26.62804262,-18.51314006,25.86813433,42.91073599,39.79658085,-13.90900522,-15.92459379,0.302425544,20.58081068,32.17781347
-51.21969221,81.03322761,-3.967938305,-29.48125009,-19.41367739,24.87905368,42.52803975,39.1716864,-13.38992006,-15.93450983,0.336920014,20.56958124,32.17847918
-38.65309944,65.92642389,6.324688983,-31.54752933,-19.81502555,23.7355478,42.06785556,38.53804014,-12.87199777,-15.9438516,0.371465565,20.55833648,32.17914523
-13.71028487,33.64546341,16.67658621,-32.77238803,-19.65746682,22.43429058,41.5328742,37.89586364,-12.35527015,-15.95261802,0.40606181,20.5470764,32.17981164
4.105217266,-2.654929529,26.1727982,-33.09134918,-18.89181114,20.97249877,40.92578644,37.24537847,-11.83976901,-15.96080798,0.44070833,20.53580098,32.1804784
21.19283182,-36.9529897,33.89836977,-32.38819974,-17.52921166,19.35599638,40.24928306,36.58680617,-11.32552616,-15.96842026,0.475404593,20.52451021,32.18114551
34.9760866,-65.86105483,38.93834575,-30.49153253,-15.64303916,17.59763087,39.50605485,35.92036834,-10.81257339,-15.97545361,0.510150039,20.5132041,32.18181297
34.70452303,-84.98747625,40.37777097,-27.22605828,-13.31182267,15.7115259,38.69879257,35.24628651,-10.30094252,-15.98190677,0.544944106,20.50188263,32.18248078
21.9280342,-87.92095698,37.35826675,-22.475043,-10.61234137,13.71203396,37.83018702,34.56478228,-9.79066534,-15.98777849,0.579786232,20.4905458,32.18314894
-1.286317912,-67.75845957,29.59736099,-16.38656855,-7.622922491,11.61505566,36.90292896,33.87607718,-9.281773662,-15.99306752,0.614675858,20.4791936,32.18381745
-25.42183081,-20.90094965,18.26755986,-9.319332549,-4.424652932,9.439251238,35.91970918,33.1803928,-8.774299287,-15.99777261,0.649612421,20.46782603,32.18448631
-13.20973795,43.36745244,4.890969984,-1.670542392,-1.099252281,7.20391362,34.88321846,32.47795069,-8.26827402,-16.0018925,0.684595361,20.45644307,32.18515552
20.86173399,90.63961959,-9.010302024,6.162594519,2.271559875,4.928335743,33.79614757,31.76897243,-7.763729665,-16.00542595,0.719624116,20.44504472,32.18582508
-18.90185215,89.56376668,-21.99328104,13.78287078,5.606063948,2.63181054,32.6611873,31.05367957,-7.260698026,-16.00837169,0.754698125,20.43363098,32.18649499
17.1846654,47.13503567,-32.93151798,20.793079,8.823071997,0.333099298,31.48102841,30.33229368,-6.759210908,-16.01072849,0.789816827,20.42220184,32.18716525
4.674978977,-3.090830528,-40.77769525,26.79601177,11.84352267,-1.95116328,30.2583617,29.60503633,-6.259300113,-16.01249508,0.82497966,20.41075729,32.18783586
-14.48652121,-50.66878688,-44.48770649,31.39767293,14.58888625,-4.204874141,28.99587794,28.87212907,-5.760997447,-16.01367021,0.860186064,20.39929732,32.18850682
13.48565626,-87.61488958,-43.13005951,34.31668046,16.98063303,-6.411930229,27.6962679,28.13379348,-5.264334714,-16.01425263,0.895435478,20.38782193,32.18917812
8.44256532,-92.92277825,-36.19352925,35.67335934,18.94081441,-8.55622849,26.36222237,27.39025113,-4.769343716,-16.01424109,0.93072734,20.37633111,32.18984978
-8.278904602,-70.99354996,-23.78503794,35.68335891,20.39621336,-10.62195259,24.99643213,26.64172356,-4.27605626,-16.01363434,0.966061088,20.36482486,32.19052178
-11.60478179,-27.49155769,-7.815334184,34.54006916,21.29725387,-12.59466787,23.60158795,25.88843236,-3.784504148,-16.01243112,1.001436163,20.35330316,32.19119414
11.25118846,33.48302443,9.358371589,32.38009749,21.65312798,-14.46192514,22.18038062,25.13059908,-3.294719185,-16.01063019,1.036852002,20.34176602,32.19186684
6.64296334,89.52231977,25.37886894,29.3193476,21.49844644,-16.21599018,20.73550091,24.36844529,-2.806733175,-16.00823028,1.072308045,20.33021342,32.19253989
-10.76144578,93.30439753,37.88894744,25.47184633,20.87623383,-17.85566581,19.26963959,23.60219255,-2.320577921,-16.00523015,1.10780373,20.31864535,32.19321329
10.55961214,30.69298669,45.09118954,20.96252819,19.83100053,-19.38124058,17.78548746,22.83206243,-1.836285229,-16.00162854,1.143338497,20.30706182,32.19388704
-10.34924664,-50.21395123,47.41923024,15.96807736,18.40726796,-20.79301411,16.28573528,22.0582765,-1.353886901,-15.9974242,1.178911783,20.29546281,32.19456114
3.855451119,-89.38801223,45.8533117,10.68927145,16.64955753,-22.09128603,14.77307384,21.28105631,-0.873414743,-15.99261589,1.214523028,20.28384832,32.19523558
9.850857633,-92.5844713,41.44271888,5.257845229,14.60239065,-23.27635594,13.25019392,20.50062344,-0.394900558,-15.98720234,1.250171671,20.27221834,32.19591038
-2.56432451,-79.88187358,35.13774696,-0.21375696,12.31028874,-24.34852346,11.71978629,19.71719944,0.08162385,-15.98118231,1.28585715,20.26057287,32.19658552
-9.224357834,-63.79267816,27.41557021,-5.613090784,9.817773212,-25.30808821,10.18454173,18.93100589,0.556126677,-15.97455454,1.321578905,20.24891189,32.19726101
-3.248678979,-51.2058898,18.63508267,-10.82771191,7.169365488,-26.15534981,8.647151029,18.14226435,1.028576118,-15.96731778,1.357336374,20.23723541,32.19793684
4.97844591,-39.72568375,9.155178379,-15.74517601,4.409586979,-26.89060786,7.110304954,17.35119638,1.498940369,-15.95947078,1.393128995,20.2255434,32.19861303
8.061270455,-23.20475502,-0.665248623,-20.25303874,1.582959101,-27.514162,5.576694288,16.55802354,1.967187627,-15.95101228,1.428956209,20.21383588,32.19928956
4.858220889,-1.031181215,-10.46609433,-24.23885578,-1.26599673,-28.02631183,4.04900981,15.76296741,2.433286088,-15.94194104,1.464817453,20.20211283,32.19996644
-1.867941851,23.54778551,-19.88241487,-27.59018279,-4.0927591,-28.42735696,2.529942298,14.96624955,2.897203946,-15.9322558,1.500712166,20.19037424,32.20064367
-6.827982319,46.4672085,-28.5480564,-30.19457543,-6.852806594,-28.71759703,1.022182531,14.16809151,3.358909399,-15.9219553,1.536639788,20.17862011,32.20132125
1.745322268,64.25416378,-36.09686509,-31.93958938,-9.501617795,-28.89733163,-0.471578712,13.36871488,3.818370642,-15.91103831,1.572599757,20.16685043,32.20199917
4.343677215,77.08124485,-42.16268708,-32.7127803,-11.99467129,-28.96686039,-1.948650653,12.5683412,4.27555587,-15.89950356,1.608591512,20.15506519,32.20267744
4.99744101,84.18236364,-46.42934017,-32.39820778,-14.29094174,-28.92638587,-3.406439571,11.76719205,4.730433281,-15.8873498,1.644614491,20.14326439,32.20335605
3.279561917,86.02872879,-48.75493592,-30.89049164,-16.36443624,-28.77560865,-4.842853717,10.965489,5.18297107,-15.87457578,1.680668134,20.13144802,32.20403502
-2.076632599,85.03752234,-48.95221057,-28.19859138,-18.1965502,-28.51358506,-6.256445607,10.16345359,5.633137432,-15.86118024,1.71675188,20.11961608,32.20471433
-2.780767935,81.00283446,-46.84765578,-24.4485547,-19.77179063,-28.13881849,-7.646320677,9.361307413,6.080900564,-15.84716194,1.752865166,20.10776855,32.20539399
-2.334491555,72.91104908,-42.35996576,-19.84173931,-21.08742366,-27.64940214,-9.011994565,8.559272018,6.526228662,-15.83251963,1.789007433,20.09590544,32.20607399
-1.169326592,61.97318837,-35.61541937,-14.59341604,-22.14398028,-27.04319244,-10.35321968,7.757568973,6.969089921,-15.81725204,1.825178119,20.08402673,32.20675434
1.013485363,47.83861505,-26.95891752,-8.918855702,-22.94124879,-26.31868027,-11.6698567,6.956419844,7.409452538,-15.80135793,1.861376662,20.07213242,32.20743504
1.395465834,31.49273552,-16.91416792,-3.033329107,-23.47568295,-25.47765442,-12.96180288,6.156046194,7.847284708,-15.78483605,1.897602502,20.06022249,32.20811608
1.22786331,14.35701391,-6.040663026,2.847892928,-23.74132535,-24.52434073,-14.22892961,5.356669589,8.282554627,-15.76768514,1.933855077,20.04829695,32.20879747
0.55999559,-2.495154904,5.102104727,8.509539587,-23.73068781,-23.46457377,-15.47103038,4.558511594,8.715230492,-15.74990395,1.970133826,20.03635579,32.2094792
-0.195356913,-18.46441501,15.9552192,13.73634006,-23.43493443,-22.30564114,-16.68779328,3.761793774,9.145280498,-15.73149123,2.006438188,20.024399,32.21016129
-0.736430951,-32.85336493,25.96273587,18.31302352,-22.84545323,-21.05470138,-17.87881159,2.966737693,9.57267284,-15.71244573,2.042767602,20.01242658,32.21084371
-1.616598731,-45.03270959,34.57195208,22.02431916,-21.954005,-19.71855946,-19.04365939,2.173564916,9.997375716,-15.69276619,2.079121507,20.00043851,32.21152649
-2.111860062,-54.98144844,41.23108728,24.65495616,-20.75241412,-18.30395674,-20.18191078,1.382497008,10.41935732,-15.67245136,2.115499342,19.98843479,32.2122096
-0.978515114,-63.20239406,45.41247442,25.98966371,-19.23250497,-16.81766363,-21.29311078,0.593755534,10.83858585,-15.65149999,2.151900544,19.97641542,32.21289307
1.950604093,-69.21444486,46.64687375,25.84681298,-17.38555352,-15.26656679,-22.37668819,-0.192437941,11.2550295,-15.62991083,2.188324554,19.96438038,32.21357688
5.070381224,-70.78730539,44.31526526,24.2238508,-15.20904071,-13.65758194,-23.43204275,-0.975861853,11.66865647,-15.60768262,2.224770809,19.95232967,32.21426103
5.619128033,-64.65136877,37.77726262,21.33257289,-12.73616957,-11.99762477,-24.4585742,-1.756294637,12.07943495,-15.58481412,2.26123875,19.94026329,32.21494553
1.905944033,-49.34193072,27.22048527,17.43998576,-10.01924482,-10.29361101,-25.45568228,-2.533514728,12.48733314,-15.56130406,2.297727814,19.92818123,32.21563038
-5.433653273,-26.16825757,13.93010524,12.81577169,-7.113246945,-8.552456354,-26.42276674,-3.30730056,12.89231923,-15.5371512,2.33423744,19.91608347,32.21631557
-9.589210163,2.400375127,-0.573632415,7.729612963,-4.073156439,-6.781076522,-27.35922731,-4.07743057,13.29436142,-15.51235429,2.370767068,19.90397002,32.21700111
2.877825844,31.97659302,-14.77048262,2.451191854,-0.953953786,-4.986387221,-28.26446373,-4.843683193,13.69342791,-15.48691207,2.407316136,19.89184087,32.21768699
10.79376993,53.95525909,-27.14020031,-2.749809361,2.189380527,-3.175304162,-29.13787575,-5.605836863,14.08948689,-15.46082329,2.443884083,19.87969601,32.21837321
-9.423865071,61.99090243,-36.23340421,-7.603708402,5.301866013,-1.354743055,-29.97886311,-6.363670015,14.48250656,-15.4340867,2.480470347,19.86753543,32.21905978
-8.243261783,59.12905729,-41.19602273,-11.84082299,8.328522183,0.46838039,-30.78682554,-7.116961086,14.87245511,-15.40670104,2.517074368,19.85535913,32.2197467
-4.953401348,51.49433834,-42.49226617,-15.19347725,11.21637495,2.287150463,-31.56116279,-7.86548851,15.25930075,-15.37866507,2.553695585,19.8431671,32.22043396
