no,no,no,no,no,no,no,no,no,no,no,no,no
8.516743862,12.42692622,-11.21826971,12.69029935,-8.621464549,-7.480618036,1.702188844,-10.86623823,10.214505,-10.19479446,-3.563879835,-3.957906559,40.30250811
3.372495603,24.54910399,-13.11486095,11.21727877,-9.313791844,-7.647915864,3.035544482,-10.18793882,9.967044565,-10.18852834,-3.584187939,-3.986637956,40.3023943
-6.821986162,29.13636376,-10.69974442,7.404831632,-9.945721395,-7.749966078,4.345298153,-9.495488552,9.716106265,-10.1821611,-3.604445237,-4.015367103,40.30228024
-14.49352993,21.71699617,-3.948190112,1.887100575,-10.48658357,-7.783715038,5.628498611,-8.790154737,9.461851531,-10.17569394,-3.624651538,-4.044093979,40.30216595
-11.227076,2.574080477,4.865995842,-4.359912376,-10.90593945,-7.74642267,6.882738902,-8.073204678,9.204441797,-10.16912804,-3.644806653,-4.07281856,40.30205141
6.914942566,-20.68264213,12.95080502,-10.33117212,-11.17356389,-7.635581228,8.106058161,-7.345905682,8.944038499,-10.16246461,-3.66491039,-4.101540823,40.30193663
21.40420176,-37.11753947,17.51422899,-15.02164357,-11.2587665,-7.449227085,9.296574402,-6.609525056,8.680803069,-10.15570484,-3.684962559,-4.130260748,40.30182161
22.920729,-37.13623867,16.57418638,-17.65331082,-11.12727345,-7.188977743,10.45240333,-5.865330105,8.414896942,-10.14884992,-3.70496297,-4.158978311,40.30170634
10.18601071,-20.75005085,11.32089763,-18.35292633,-10.74483748,-6.859732602,11.57166065,-5.114588136,8.146481552,-10.14190105,-3.724911431,-4.187693489,40.30159083
-10.95243355,4.050396991,3.484885094,-17.4508738,-10.0999674,-6.467022915,12.65246206,-4.358566456,7.875718334,-10.13485943,-3.744807754,-4.216406261,40.30147508
-31.77536261,27.91016255,-5.270735127,-15.2336122,-9.225096788,-6.016379938,13.69292328,-3.598532371,7.602768721,-10.12772625,-3.764651747,-4.245116605,40.30135909
-12.4228031,42.24357128,-13.28284695,-11.97744641,-8.16281329,-5.513334923,14.69116,-2.835753187,7.327794148,-10.12050271,-3.784443221,-4.273824497,40.30124286
30.78212684,46.06530451,-19.19912374,-7.965156204,-6.955704554,-4.963419125,15.64528793,-2.071496211,7.050956049,-10.11318999,-3.804181984,-4.302529916,40.30112638
39.21856472,40.74158398,-22.90408308,-3.476473168,-5.646358227,-4.372163798,16.55342279,-1.30702875,6.772415858,-10.1057893,-3.823867845,-4.331232838,40.30100966
28.49512768,27.15537101,-24.59210251,1.342511797,-4.277361958,-3.745100196,17.41368026,-0.543618109,6.492335009,-10.09830183,-3.843500616,-4.359933243,40.3008927
20.29895164,8.105846853,-24.49719076,6.420600315,-2.891303395,-3.087759574,18.22417606,0.217468404,6.210874937,-10.09072877,-3.863080105,-4.388631106,40.3007755
10.26779699,-13.01843167,-22.66575883,11.49899624,-1.530770184,-2.405673185,18.98302589,0.974963485,5.928197075,-10.08307133,-3.882606122,-4.417326407,40.30065806
5.524155149,-32.70363882,-19.06682593,16.24151163,-0.238349975,-1.704372284,19.68834547,1.727599825,5.644462858,-10.07533069,-3.902078477,-4.446019122,40.30054038
-2.84928226,-47.49614902,-13.66290161,20.30544892,0.943369586,-0.989388124,20.33825048,2.474110118,5.35983372,-10.06750805,-3.921496978,-4.47470923,40.30042245
-15.18161357,-54.26581149,-6.191230654,23.3481105,1.97180085,-0.26625196,20.93085664,3.213227059,5.074471096,-10.05960461,-3.940861436,-4.503396707,40.30030428
-29.15516365,-50.12200429,3.893697479,25.02679881,2.80435617,0.459504954,21.46427965,3.943683341,4.788536419,-10.05162156,-3.960171661,-4.532081532,40.30018587
-44.89200556,-31.60640743,14.8894435,24.98412142,3.41314272,1.182351363,21.93663522,4.664211656,4.502191123,-10.04356009,-3.979427461,-4.560763681,40.30006722
-54.0246238,0.60801416,24.47526446,22.80204254,3.830911078,1.896756015,22.34603906,5.3735447,4.215596643,-10.03542141,-3.998628646,-4.589443134,40.29994833
-21.06511582,36.82790853,30.32049111,18.05030141,4.112563076,2.597187654,22.69060686,6.070415165,3.928914413,-10.0272067,-4.017775027,-4.618119866,40.2998292
54.65416823,56.9801764,29.78583134,10.60539601,4.314864652,3.278115027,22.96845434,6.753555745,3.642305868,-10.01891716,-4.036866412,-4.646793857,40.29970982
-54.49219704,46.37178517,20.52252237,1.436303584,4.494581748,3.93400688,23.17769719,7.421699134,3.35593244,-10.01055398,-4.055902611,-4.675465083,40.29959021
-47.31946808,20.16749899,5.417387239,-8.191550147,4.708480303,4.559331958,23.31645113,8.073578025,3.069955565,-10.00211837,-4.074883434,-4.704133523,40.29947035
-11.02205617,-12.6917717,-11.26662522,-17.00585671,5.013326258,5.148559007,23.38283185,8.707925112,2.784536677,-9.993611516,-4.09380869,-4.732799153,40.29935025
29.09785349,-42.13734256,-25.26656615,-23.73430763,5.465885552,5.696156773,23.37495461,9.323473545,2.499837209,-9.98503461,-4.112678189,-4.761461952,40.29922992
50.92867641,-56.68112996,-32.31948671,-27.10459445,6.122924125,6.196594002,23.29090504,9.918986091,2.216018597,-9.976388851,-4.13149174,-4.790121897,40.29910934
36.63864146,-47.35056248,-29.45063667,-26.22842535,7.019122057,6.64433944,23.12862116,10.49337313,1.933242273,-9.967675433,-4.150249154,-4.818778965,40.29898852
1.330211101,-19.59009768,-18.83806035,-21.75357513,8.100815987,7.033861833,22.88583724,11.04574879,1.651669674,-9.95889555,-4.168950239,-4.847433135,40.29886746
-38.83860449,14.90456031,-3.94800071,-14.71183527,9.292256693,7.35948239,22.56024397,11.57541831,1.371462231,-9.950050399,-4.187594805,-4.876084384,40.29874616
-43.93661099,42.29452319,11.7532993,-6.134997227,10.51769495,7.614693453,22.15018568,12.08186216,1.092781381,-9.941141175,-4.206182662,-4.904732689,40.29862462
0.42807677,53.45021187,24.79959672,2.945147525,11.70138155,7.791350474,21.65546553,12.56473889,0.815788556,-9.932169071,-4.22471362,-4.933378029,40.29850284
39.69498482,51.31828757,32.03076737,11.49680752,12.76756726,7.878791954,21.0782679,13.02384275,0.540645192,-9.923135284,-4.243187487,-4.962020381,40.29838082
16.36972339,40.28307412,32.24314142,18.49799017,13.64050285,7.864979086,20.42201678,13.45910571,0.267512722,-9.914041008,-4.261604074,-4.990659722,40.29825855
-31.74893034,22.70249714,27.25934547,23.1736377,14.24342023,7.73759185,19.69140634,13.87048963,-0.00344742,-9.904887438,-4.27996319,-5.01929603,40.29813605
-33.76494902,1.075453971,18.78210036,25.6103762,14.49433324,7.489114481,18.89154456,14.2579564,-0.272073799,-9.89567577,-4.298264644,-5.047929282,40.29801331
-13.85914751,-19.10231586,8.222676547,26.1797981,14.30989734,7.119840627,18.02757243,14.62146789,-0.538204981,-9.886407199,-4.316508247,-5.076559458,40.29789033
0.228173717,-33.26558719,-3.028583255,25.22739772,13.64363706,6.640220719,17.10463096,14.96098595,-0.801679532,-9.877082919,-4.334693808,-5.105186533,40.29776711
11.87516707,-41.11758775,-13.58133634,23.00782697,12.53766579,6.062958755,16.12786115,15.27647247,-1.062336018,-9.867704125,-4.352821136,-5.133810485,40.29764365
17.96061704,-43.49217734,-22.04524001,19.75464815,11.05518654,5.400758736,15.10240399,15.5678967,-1.320020397,-9.858272013,-4.370890041,-5.162431293,40.29751994
20.96987005,-40.70705006,-27.31267921,15.70142354,9.259402288,4.666324661,14.03340048,15.83525749,-1.574608201,-9.848787778,-4.388900332,-5.191048934,40.297396
18.54978711,-30.8907302,-29.44672325,11.08171546,7.213516031,3.872360528,12.92599162,16.07856105,-1.825982354,-9.839252615,-4.40685182,-5.219663386,40.29727182
8.768858093,-12.4080759,-28.90215738,6.115507079,4.980730763,3.031570339,11.78531841,16.29781362,-2.074025778,-9.829667718,-4.424744314,-5.248274625,40.2971474
-16.01620416,10.14149505,-25.96747211,0.962823561,2.624249475,2.156658092,10.61652186,16.49302143,-2.3186214,-9.820034283,-4.442577622,-5.27688263,40.29702274
-5.065131865,27.37848228,-20.880595,-4.230345274,0.20727516,1.260327787,9.424742948,16.6641907,-2.559652141,-9.810353505,-4.460351556,-5.305487379,40.29689784
12.72830111,33.77742709,-13.9740363,-9.223426919,-2.206989188,0.355283424,8.215122687,16.81132767,-2.797000927,-9.800626579,-4.478065924,-5.334088848,40.29677271
0.968012915,27.62103359,-5.725412615,-13.70659733,-4.555340578,-0.545770998,6.992802072,16.93443855,-3.030550681,-9.7908547,-4.495720536,-5.362687016,40.29664733
-7.171835211,14.12655811,3.04992292,-17.35709127,-6.774576017,-1.430131479,5.762922103,17.03352959,-3.260184327,-9.781039063,-4.513315202,-5.391281861,40.29652171
-8.791006635,0.016540451,11.37063543,-19.8475206,-8.801492512,-2.28509402,4.530623779,17.10861229,-3.485790084,-9.771180863,-4.530849731,-5.419873359,40.29639586
-6.696713038,-10.8476553,18.2328583,-20.84934144,-10.57288707,-3.097954622,3.301048097,17.15971938,-3.707277352,-9.761281295,-4.548323933,-5.448461489,40.29626976
-2.436787242,-17.77404392,22.63272494,-20.03531482,-12.02425178,-3.856009284,2.079336059,17.18689262,-3.924564616,-9.751341554,-4.565737617,-5.477046228,40.29614343
0.212196476,-21.3318987,23.56636875,-17.07961104,-13.08966947,-4.546554007,0.870628662,17.19019579,-4.137592322,-9.741362835,-4.583090593,-5.505627553,40.29601686
3.008301574,-21.96513071,20.17958079,-11.78529129,-13.72398978,-5.156884791,-0.319933095,17.16972657,-4.34633487,-9.731346334,-4.60038267,-5.534205443,40.29589004
4.806998673,-19.62705669,12.50961052,-4.663745958,-13.91319293,-5.674297638,-1.487208212,17.12560128,-4.550785259,-9.721293245,-4.617613659,-5.562779875,40.29576299
2.701894942,-13.75603926,1.98359086,3.067490414,-13.64776585,-6.088411896,-2.626055691,17.05793917,-4.750939436,-9.711204763,-4.634783369,-5.591350827,40.29563571
-4.402835259,-4.151599483,-9.189924859,10.05005416,-12.90777412,-6.399268246,-3.731334532,16.96685948,-4.946793347,-9.701082083,-4.651891608,-5.619918276,40.29550818
1.334837162,7.296698576,-17.73019506,14.92558163,-11.66644826,-6.613742457,-4.797903737,16.85248146,-5.13834294,-9.690926401,-4.668938188,-5.6484822,40.29538041
4.262564039,14.56456154,-19.53736869,16.33570625,-9.896052847,-6.739676213,-5.820622307,16.71492438,-5.325584161,-9.680738912,-4.685922917,-5.677042576,40.29525241
-3.055118431,11.88594204,-11.37165499,13.46927793,-7.601787067,-6.784128299,-6.79448407,16.55430748,-5.508512958,-9.67052081,-4.702845605,-5.705599383,40.29512417
-1.982079122,-1.27718206,4.197353365,7.704055903,-4.918158212,-6.752770456,-7.71570788,16.37075,-5.687125277,-9.66027329,-4.719706061,-5.734152597,40.29499568
0.428547255,-10.85689314,16.59844826,0.965027469,-2.011960096,-6.648255972,-8.583531042,16.16437121,-5.861417065,-9.649997548,-4.736504096,-5.762702196,40.29486697
-3.614624657,-5.747990813,16.9672153,-5.038645935,0.950013467,-6.471742265,-9.398686733,15.93529036,-6.03138427,-9.639694779,-4.753239518,-5.791248159,40.29473801
-0.859993322,1.732595379,9.091721829,-9.511141549,3.800968663,-6.223316524,-10.16297836,15.68362668,-6.197022838,-9.629366177,-4.769912138,-5.819790462,40.29460881
4.322996473,6.507435078,-1.352450909,-12.07260339,6.374111678,-5.903177792,-10.87809747,15.40949945,-6.358328716,-9.619012939,-4.786521765,-5.848329084,40.29447938
6.078187007,7.098906345,-9.99278193,-12.41145401,8.520892017,-5.512246539,-11.54501418,15.1130279,-6.515297851,-9.608636257,-4.803068208,-5.876864001,40.29434971
4.893546392,3.689872436,-14.59136127,-10.29783095,10.17447416,-5.052318099,-12.16382377,14.79433129,-6.667926191,-9.598237329,-4.819551277,-5.905395192,40.2942198
0.912766758,-1.749691092,-13.63133719,-5.826859995,11.32123273,-4.525841163,-12.73396813,14.45352887,-6.816209682,-9.587817349,-4.835970782,-5.933922635,40.29408965
-6.989185603,-4.919512386,-6.070315944,-0.189521077,11.95628405,-3.935727568,-13.25442602,14.0907399,-6.960144271,-9.577377511,-4.852326532,-5.962446306,40.29395927
-5.837043705,-0.983828207,4.720082225,5.151427764,12.07550811,-3.285821407,-13.72400761,13.70608361,-7.099725905,-9.566919012,-4.868618337,-5.990966183,40.29382865
7.350057399,3.890007524,12.37575628,8.733228488,11.67820245,-2.583695545,-14.14121183,13.29967928,-7.234950531,-9.556443045,-4.884846006,-6.019482244,40.29369779
-5.818688287,2.71496673,11.88356703,9.484583549,10.77549524,-1.839908565,-14.5044598,12.87164613,-7.365814096,-9.545950807,-4.901009349,-6.047994467,40.29356669
-7.21635329,-1.050780872,5.605624998,7.895061633,9.422601657,-1.068153235,-14.81217264,12.42210343,-7.492312547,-9.535443492,-4.917108176,-6.07650283,40.29343536
-5.484783666,-2.784559223,-2.253219357,4.825788923,7.705399459,-0.28281516,-15.06277147,11.95117044,-7.614441831,-9.524922295,-4.933142296,-6.105007309,40.29330379
-2.480805132,-1.86497822,-7.932135978,1.132915851,5.715028167,0.501720057,-15.2546774,11.45896639,-7.732197895,-9.514388411,-4.949111518,-6.133507883,40.29317198
2.357429605,-0.247711996,-9.901903577,-2.327407149,3.542627303,1.271066811,-15.38631157,10.94561054,-7.845576685,-9.503843035,-4.965015653,-6.162004529,40.29303993
4.47257134,0.99473254,-8.895214495,-4.841086741,1.279336386,2.010831934,-15.45608751,10.41122214,-7.95457415,-9.493287363,-4.98085451,-6.190497224,40.29290765
5.72143536,1.739560562,-6.027502319,-6.29516492,-0.983705062,2.706577367,-15.46237389,9.855920448,-8.059186236,-9.482722589,-4.996627898,-6.218985947,40.29277513
5.485785297,1.557456807,-2.248552993,-6.850759231,-3.155357522,3.343817975,-15.40351768,9.27985008,-8.159408889,-9.472149908,-5.012335628,-6.247470676,40.29264237
2.689577032,1.36449107,1.528739913,-6.709430576,-5.138507797,3.908129958,-15.27805445,8.683282941,-8.255238057,-9.461570516,-5.027977507,-6.275951387,40.29250938
-1.083921634,1.542880217,4.486414526,-6.087446065,-6.821727167,4.385108507,-15.08469301,8.066645181,-8.346669686,-9.450985607,-5.043553347,-6.304428058,40.29237615
-2.731120255,1.437652711,6.223374723,-5.161194781,-8.133464939,4.760348812,-14.82229297,7.430513746,-8.433699725,-9.440396377,-5.059062957,-6.332900667,40.29224268
-2.273667156,0.341281453,6.916318725,-4.064194966,-9.045041262,5.019446065,-14.48985796,6.775609601,-8.516324119,-9.42980402,-5.074506146,-6.361369192,40.29210898
-1.462431516,-0.662025853,6.797034133,-2.90556716,-9.549777325,5.147995457,-14.08654942,6.102811525,-8.594538816,-9.419209732,-5.089882724,-6.389833609,40.29197504
-0.879786878,-0.813471925,6.051983714,-1.751603633,-9.651582963,5.131614943,-13.61170352,5.41315027,-8.668339762,-9.408614708,-5.105192501,-6.418293898,40.29184086
0.255596333,-1.129516301,4.868457597,-0.566011082,-9.361234593,4.961188669,-13.0651472,4.707888499,-8.737722905,-9.398020142,-5.120435286,-6.446750035,40.29170645
0.571965943,-1.365277285,3.267483103,0.715507118,-8.709346427,4.648883648,-12.44835512,3.988491532,-8.802684191,-9.38742723,-5.135610888,-6.475201998,40.2915718
0.132361557,-1.197767008,1.242957853,2.041479342,-7.730773564,4.214280186,-11.76618307,3.256633407,-8.863219568,-9.376837167,-5.150719118,-6.503649765,40.29143691
-0.100063198,-1.028464451,-0.944024407,3.247590667,-6.460179487,3.67751813,-11.02441715,2.514167332,-8.919324982,-9.366251148,-5.165759784,-6.532093313,40.29130179
-0.229733146,-0.899131208,-2.856368072,4.141385373,-4.93222768,3.058737325,-10.22887936,1.762982406,-8.97099638,-9.355670367,-5.180732697,-6.560532621,40.29116643
0.065323269,-1.512959858,-4.035764995,4.534229806,-3.181581628,2.378077617,-9.385395075,1.004971086,-9.01822971,-9.345096021,-5.195637666,-6.588967664,40.29103084
0.776406076,-3.027742867,-4.239959338,4.278207014,-1.252297792,1.655678853,-8.499803057,0.242039248,-9.061020919,-9.334529303,-5.2104745,-6.617398422,40.29089501
0.66411774,-3.944150871,-3.632342817,3.347620909,0.768569785,0.911680879,-7.577945443,-0.523903879,-9.099365952,-9.32397141,-5.225243009,-6.645824872,40.29075894
-1.024893288,-2.516864676,-2.631215265,1.892537248,2.761077519,0.16622354,-6.625664367,-1.290949063,-9.133260758,-9.313423535,-5.239943004,-6.674246991,40.29062264
0.44319861,2.066982395,-1.459220489,0.135252055,4.592670885,-0.560553317,-5.648801962,-2.057187072,-9.162701284,-9.302886875,-5.254574292,-6.702664757,40.2904861
0.51092136,4.962708287,-0.057710234,-1.682552007,6.128963078,-1.248509846,-4.65320036,-2.820708676,-9.187683475,-9.292362624,-5.269136685,-6.731078148,40.29034933
-0.025652802,3.132015885,1.535369917,-3.252518099,7.235557706,-1.877506201,-3.644701695,-3.579604643,-9.20820328,-9.281851977,-5.283629991,-6.759487141,40.29021232
-0.153012795,-1.00151414,2.804401934,-4.157933563,7.778058375,-2.427402536,-2.6291481,-4.331965742,-9.224256644,-9.27135613,-5.29805402,-6.787891715,40.29007508
-0.532634304,-4.366293587,3.102801507,-3.990191855,7.651885103,-2.881823791,-1.612381708,-5.075882743,-9.235839516,-9.260876276,-5.312408581,-6.816291845,40.2899376
0.300988928,-5.028532757,1.990797035,-2.579400702,6.890235177,-3.239445889,-0.600252808,-5.809446414,-9.242947842,-9.250413612,-5.326693485,-6.844687511,40.28979988
0.259687659,-3.972295549,-0.108248242,-0.297371685,5.630168773,-3.50261215,0.401290918,-6.530747524,-9.245577569,-9.239969333,-5.34090854,-6.87307869,40.28966193
0.204873269,-2.546271776,-2.14372842,2.083374628,4.02725769,-3.673285729,1.385921628,-7.237876842,-9.243724644,-9.229544633,-5.355053557,-6.90146536,40.28952375
0.338721751,-1.593418627,-3.031185422,3.750237046,2.236804929,-3.752811993,2.34669369,-7.928925137,-9.237385067,-9.219140654,-5.369128345,-6.929847497,40.28938533
-0.126702692,-1.446714477,-2.291636145,4.189475487,0.400860345,-3.741957927,3.276083088,-8.601983178,-9.226555452,-9.208757926,-5.383132714,-6.95822508,40.28924667
-0.417807113,-1.796441501,-0.542760463,3.608358355,-1.387096673,-3.641168493,4.166243787,-9.255141733,-9.211234078,-9.198395309,-5.397066472,-6.986598087,40.28910778
0.035572774,-1.865942308,1.331698239,2.387243694,-3.044123759,-3.451987071,5.010428165,-9.886491572,-9.191419628,-9.188051263,-5.41092943,-7.014966494,40.28896865
0.077956656,-0.686593417,2.612261632,0.87549276,-4.486868312,-3.180267918,5.806199482,-10.49412346,-9.167110785,-9.177724248,-5.424721398,-7.04333028,40.28882929
-0.246482029,1.330313512,3.036831806,-0.604652221,-5.63197773,-2.832937595,6.552193299,-11.07612818,-9.138306232,-9.167412724,-5.438442184,-7.071689422,40.2886897
-0.580340202,3.488976271,2.718677329,-1.905034591,-6.396099412,-2.416922659,7.247045173,-11.63059648,-9.105004797,-9.157115002,-5.452091599,-7.100043898,40.28854987
-0.988356482,5.491510181,1.89630617,-2.978512925,-6.694890805,-1.94013962,7.889390664,-12.15561914,-9.067205891,-9.146828815,-5.465669452,-7.128393686,40.2884098
-1.153068571,6.699910698,0.778697396,-3.785577174,-6.44429055,-1.415144567,8.477865331,-12.64928693,-9.024909071,-9.136551747,-5.479175552,-7.156738763,40.2882695
-0.362726389,6.150143739,-0.49406507,-4.24895668,-5.593651954,-0.858202634,9.011104733,-13.10969062,-8.978113895,-9.126281384,-5.49260971,-7.185079106,40.28812897
1.339610746,3.652014239,-1.78267842,-4.212161127,-4.189116715,-0.286258725,9.48774443,-13.53492097,-8.92681992,-9.116015309,-5.505971734,-7.213414694,40.2879882
3.11070395,-0.146232879,-2.885692675,-3.508999495,-2.386934823,0.283742252,9.906419981,-13.92306876,-8.871026702,-9.105751108,-5.519261434,-7.241745504,40.2878472
3.568125285,-4.047066387,-3.435353562,-2.120785697,-0.372252885,0.834855392,10.26576694,-14.27222476,-8.8107338,-9.095486365,-5.532478621,-7.270071513,40.28770596
1.305824987,-6.767701289,-2.827897045,-0.274947432,1.668254576,1.350135789,10.56446749,-14.58052634,-8.745940769,-9.085218666,-5.545623103,-7.2983927,40.28756449
-4.342126983,-5.922801123,-0.69809824,1.646955562,3.547913033,1.812638538,10.80143476,-14.84634184,-8.676647168,-9.074945596,-5.55869469,-7.326709041,40.28742279
-3.016168614,0.604014233,1.941769291,3.234326286,5.080047964,2.205418731,10.97591208,-15.06836982,-8.602852552,-9.064664739,-5.571693192,-7.355020515,40.28728085
4.591348564,6.524792644,3.716378836,4.075866685,6.077984841,2.511467038,11.08771269,-15.2458143,-8.524556481,-9.054373681,-5.584618418,-7.383327099,40.28713868
-1.226387011,5.449453965,3.618462116,3.881535249,6.392322207,2.713482161,11.13727187,-15.37820937,-8.441758509,-9.044070006,-5.597470177,-7.411628771,40.28699627
-4.429328363,0.324224148,2.110318253,2.847944285,6.039307286,2.798642515,11.12609147,-15.46566561,-8.354462534,-9.033751298,-5.61024828,-7.439925508,40.28685363
-3.656972341,-4.423988658,-0.048019707,1.299473189,5.138686064,2.772871157,11.05789908,-15.50936969,-8.262704877,-9.023415144,-5.622952537,-7.468217288,40.28671076
-1.505158752,-5.976507423,-2.115094168,-0.437871006,3.826760952,2.647406901,10.93633142,-15.51070278,-8.166586824,-9.013059128,-5.635582755,-7.496504089,40.28656765
2.018010127,-4.88371165,-3.458128532,-2.038081267,2.239834362,2.435212986,10.76330082,-15.47102965,-8.066226029,-9.002680834,-5.648138746,-7.524785888,40.28642431
2.724832622,-1.852949881,-3.967774747,-3.175153575,0.514208703,2.149670194,10.54030202,-15.39171477,-7.96174047,-8.992277848,-5.660620318,-7.553062663,40.28628073
3.196411316,1.452594413,-3.970638889,-3.550099113,-1.213813612,1.804159305,10.2688298,-15.27412259,-7.853248125,-8.981847755,-5.673027282,-7.581334392,40.28613693
2.832783232,4.057343059,-3.675456918,-3.054622934,-2.821646159,1.412061101,9.950378926,-15.11961758,-7.740866972,-8.971388139,-5.685359447,-7.609601051,40.28599288
1.013906436,5.105254892,-2.886901117,-1.930708444,-4.239945884,0.98675636,9.586444161,-14.9295642,-7.62471499,-8.960896586,-5.697616622,-7.63786262,40.28584861
-1.968837152,4.309958145,-1.371757239,-0.47307749,-5.405611079,0.541625865,9.178520274,-14.7053269,-7.504910156,-8.95037068,-5.709798617,-7.666119075,40.2857041
-2.04925518,1.509419532,0.840260832,1.030110375,-6.248323107,0.090050396,8.728102028,-14.44827015,-7.381570449,-8.939808006,-5.721905242,-7.694370393,40.28555936
-0.721481496,-2.249063207,3.009254227,2.284375595,-6.690263172,-0.354589267,8.236684192,-14.1597584,-7.254813847,-8.929206149,-5.733936306,-7.722616554,40.28541439
0.139420694,-4.428059886,4.11612099,2.99361166,-6.652087975,-0.778809889,7.705761531,-13.84115613,-7.124758327,-8.918562694,-5.745891618,-7.750857533,40.28526918
-0.045548013,-3.564316103,3.423237576,2.92153922,-6.056610412,-1.170165643,7.136828811,-13.49382778,-6.991521869,-8.907875226,-5.757770989,-7.77909331,40.28512374
-0.525360066,-1.000881247,1.442723037,2.112346991,-4.874890769,-1.521897119,6.531380798,-13.11913782,-6.85522245,-8.89714133,-5.769574228,-7.807323861,40.28497807
-1.156560769,2.084510658,-0.927679658,0.834854141,-3.244539002,-1.828692128,5.890912259,-12.71845071,-6.715978048,-8.88635859,-5.781301145,-7.835549164,40.28483216
-1.004714612,3.794566522,-2.861649285,-0.600845492,-1.344439739,-2.08523848,5.21691796,-12.29313092,-6.573906642,-8.875524592,-5.792951549,-7.863769197,40.28468602
0.047747568,3.474238684,-3.958243701,-1.888080614,0.649944935,-2.286233697,4.510902377,-11.84454289,-6.42912621,-8.864636921,-5.804525249,-7.891983938,40.28453965
1.714834621,1.385397609,-4.318090601,-2.73163328,2.572818309,-2.42655127,3.774545958,-11.37405109,-6.281754729,-8.85369316,-5.816022055,-7.920193363,40.28439305
2.569541215,-1.163591735,-3.934677678,-2.889435009,4.278912816,-2.501679296,3.010143757,-10.88301998,-6.131910178,-8.842690896,-5.827441778,-7.948397451,40.28424621
1.578719535,-3.251188427,-2.613764999,-2.304242965,5.663025434,-2.507757847,2.2206428,-10.37281402,-5.979710535,-8.831627714,-5.838784225,-7.976596179,40.28409914
-2.267509078,-3.246113645,-0.154253264,-1.179073049,6.690345458,-2.442356474,1.410419596,-9.844797678,-5.825273779,-8.820501197,-5.850049208,-8.004789526,40.28395184
-2.870171654,-0.056112147,2.846228279,0.225624403,7.34239711,-2.304206564,0.585012486,-9.300335405,-5.668717886,-8.809308931,-5.861236535,-8.032977467,40.28380431
3.027685162,3.791155958,4.871985355,1.649399056,7.600704615,-2.092336209,-0.249743482,-8.740791664,-5.510160836,-8.798048501,-5.872346017,-8.061159982,40.28365655
-0.178655296,2.947813439,4.62959724,2.821414158,7.448414671,-1.807551007,-1.08785823,-8.167530917,-5.349720607,-8.786717492,-5.883377462,-8.089337048,40.28350855
-2.836065382,-0.755393341,2.495771286,3.494236984,6.875967631,-1.457883361,-1.923408527,-7.581917623,-5.187515177,-8.775313488,-5.89433068,-8.117508642,40.28336032
-2.576854053,-3.570244619,-0.64423431,3.642538829,5.905949646,-1.056164385,-2.750509905,-6.985316242,-5.023662523,-8.763834075,-5.905205482,-8.145674743,40.28321186
-0.497919355,-4.077744343,-3.836298238,3.213253419,4.654437879,-0.615895973,-3.563410859,-6.379091236,-4.858280624,-8.752276837,-5.916001676,-8.173835326,40.28306317
1.946920854,-2.500572372,-5.997703468,2.192190416,3.198633557,-0.150051813,-4.356888091,-5.764607064,-4.691487458,-8.740639359,-5.926719071,-8.201990372,40.28291424
2.217432984,0.287415951,-6.308141754,0.581705546,1.599191838,0.328557842,-5.125881741,-5.143228187,-4.523401004,-8.728919227,-5.937357479,-8.230139856,40.28276509
2.497141571,2.61100386,-4.54958296,-1.505964052,-0.083232118,0.807132854,-5.865354934,-4.516306193,-4.354139239,-8.717114025,-5.947916708,-8.258283756,40.2826157
2.125826858,3.637837878,-1.14770988,-3.553987309,-1.787983149,1.272906821,-6.570356021,-3.885141181,-4.183820142,-8.705221338,-5.958396567,-8.286422051,40.28246608
0.040518783,3.647149815,3.06267367,-5.075247116,-3.454406097,1.713223344,-7.236056225,-3.251020378,-4.01256169,-8.693238751,-5.968796867,-8.314554718,40.28231623
-2.89891354,2.359296864,6.807205203,-5.617032251,-5.021845802,2.115457781,-7.857658532,-2.61523101,-3.840481862,-8.681163849,-5.979117417,-8.342681734,40.28216615
-3.014594681,0.375074222,8.332946462,-4.726667153,-6.429479992,2.466986745,-8.430367178,-1.979060304,-3.667698636,-8.668994216,-5.989358026,-8.370803077,40.28201583
-1.832957344,0.531294819,5.92974367,-2.186496431,-7.615960305,2.755186846,-8.949384951,-1.343796935,-3.49432999,-8.656727438,-5.999518505,-8.398918725,40.28186529
-2.425632335,3.279552304,0.289738013,1.289660028,-8.520340685,2.967434696,-9.409905848,-0.710738367,-3.320493902,-8.644361099,-6.009598662,-8.427028655,40.28171451
-2.674685656,5.805570138,-5.988524801,4.778025561,-9.08181743,3.091416456,-9.807419835,-0.081195649,-3.146308351,-8.631892785,-6.019598307,-8.455132845,40.28156351
-0.532221683,5.025890416,-10.30337807,7.360922242,-9.23873523,3.115412866,-10.13886679,0.543523899,-2.971891314,-8.61932008,-6.029517251,-8.483231272,40.28141227
2.85957244,0.855171122,-11.15739258,8.256876515,-8.93000995,3.029700469,-10.40265339,1.162155121,-2.79736077,-8.606640569,-6.039355301,-8.511323915,40.2812608
6.190011452,-5.038482617,-8.840359786,7.325811886,-8.128741685,2.840955225,-10.59860387,1.773509848,-2.622834696,-8.593851838,-6.049112269,-8.539410751,40.2811091
7.735483406,-10.27489098,-4.337240306,4.954118983,-6.892454142,2.560113856,-10.726926,2.376500269,-2.448431072,-8.58095147,-6.058787963,-8.567491757,40.28095717
