E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12
4.719982174,6.427137662,-13.81644882,-9.040677887,-8.88971316,17.70453444,-1.882427299,-1.598418134,-5.974075347,-38.04850898,3.942618031,68.09599733
0.38501535,-0.210597025,-17.50244652,-1.836800808,-8.19067702,17.65229358,-1.824510336,-1.65400881,-5.965892215,-38.06362787,3.955050474,68.0962012
-4.195547712,-6.830956923,-17.19205142,5.263062306,-7.328234228,17.53140538,-1.765890507,-1.709428726,-5.957534429,-38.07871512,3.967486496,68.09640489
3.441978784,-8.89835093,-12.80303307,12.01322331,-6.331189381,17.34488553,-1.706605258,-1.764670593,-5.949002154,-38.09377074,3.979926089,68.09660842
0.968062292,-6.713967268,-5.626912782,18.2017435,-5.228347074,17.09574925,-1.646691534,-1.819727123,-5.940295555,-38.10879471,3.992369246,68.09681177
-2.979790171,-1.269807784,2.678623861,23.61662249,-4.048511905,16.78701173,-1.586186276,-1.874591026,-5.9314148,-38.12378702,4.00481596,68.09701494
2.840937045,5.585956589,10.44705174,28.04585991,-2.82048847,16.42168818,-1.525126427,-1.929255016,-5.922360055,-38.13874766,4.017266224,68.09721795
-1.731104604,11.23901911,16.01184573,31.27745535,-1.573081365,16.0027938,-1.463548931,-1.983711803,-5.913131488,-38.15367661,4.029720032,68.09742077
-0.831561658,11.44056886,18.0352829,33.09940845,-0.335095187,15.53334379,-1.40149073,-2.0379541,-5.903729266,-38.16857387,4.042177376,68.09762343
1.856520147,6.335662532,16.61918135,33.3735195,0.864855306,15.01635336,-1.338988767,-2.091974618,-5.894153554,-38.18343941,4.05463825,68.09782591
0.937953032,-1.880594782,12.69149075,32.25278698,2.002919271,14.45483771,-1.276079986,-2.145766069,-5.884404521,-38.19827324,4.067102647,68.09802822
-0.886413784,-10.01745786,7.304493098,29.94796779,3.071477964,13.85181205,-1.212801328,-2.199321165,-5.874482333,-38.21307534,4.079570559,68.09823035
-1.418630369,-15.09128218,1.510470411,26.66571827,4.067013225,13.21029157,-1.149189738,-2.252632617,-5.864387156,-38.22784569,4.09204198,68.09843231
-0.489664511,-14.78652278,-3.791278052,22.61267072,4.986030898,12.53329147,-1.085282157,-2.305693137,-5.854119159,-38.24258429,4.104516902,68.09863409
-0.063740802,-9.427135572,-8.328695325,17.99545748,5.825036825,11.82382697,-1.02111553,-2.358495438,-5.843678508,-38.25729112,4.11699532,68.09883571
0.955032129,-1.795942171,-12.04097472,13.02071085,6.580536852,11.08491326,-0.956726797,-2.41103223,-5.83306537,-38.27196618,4.129477226,68.09903714
0.297520541,6.158358232,-14.85640684,7.895063159,7.24894028,10.31966209,-0.892152904,-2.463296225,-5.822279911,-38.28660944,4.141962612,68.09923841
0.090695261,13.07543477,-16.65775521,2.825146724,7.826270252,9.531571364,-0.827430792,-2.515280136,-5.811322299,-38.3012209,4.154451473,68.0994395
1.185237458,17.4699959,-17.396533,-1.982406136,8.308453369,8.724235525,-0.762597405,-2.566976673,-5.8001927,-38.31580055,4.1669438,68.09964042
-0.818532069,18.98227651,-17.13741431,-6.342968245,8.69141623,7.90124902,-0.697689685,-2.618378549,-5.788891283,-38.33034837,4.179439588,68.09984116
0.95854741,17.86729758,-15.93930061,-10.17131105,8.971117469,7.066174263,-0.632744575,-2.669478476,-5.777418212,-38.34486435,4.191938829,68.10004173
0.782024928,13.7364671,-13.78237731,-13.45369741,9.143647653,6.222441734,-0.567799018,-2.720269165,-5.765773656,-38.35934849,4.204441517,68.10024213
-0.729778206,6.513599826,-10.83473473,-16.20366432,9.205210555,5.373368706,-0.502889958,-2.770743327,-5.753957781,-38.37380076,4.216947644,68.10044235
-0.613402777,-2.583237905,-7.319834694,-18.4387667,9.152570787,4.521711614,-0.438054336,-2.820893675,-5.741970754,-38.38822116,4.229457203,68.1006424
-0.834451728,-11.02691761,-3.460963366,-20.17673517,8.983732003,3.668987849,-0.373329097,-2.870712921,-5.729812743,-38.40260968,4.241970188,68.10084227
2.254044211,-17.82288302,0.518637028,-21.43534428,8.696991137,2.816421525,-0.308751182,-2.920193776,-5.717483913,-38.4169663,4.254486592,68.10104198
2.934583926,-20.14309619,4.386712965,-22.23236857,8.290645121,1.965236757,-0.244357535,-2.969328951,-5.704984433,-38.43129101,4.267006407,68.1012415
0.018436519,-17.4374745,7.890196055,-22.58557351,7.76298182,1.116657659,-0.180185099,-3.018111159,-5.692314468,-38.4455838,4.279529627,68.10144086
-4.263895628,-10.78707857,10.82792783,-22.51279055,7.112355067,0.271908344,-0.116270817,-3.066533112,-5.679474186,-38.45984466,4.292056245,68.10164004
-6.805124316,-1.274985113,13.01398012,-22.03384499,6.339112563,-0.567787072,-0.052651631,-3.11458752,-5.666463754,-38.47407358,4.304586254,68.10183905
2.56482873,9.862939074,14.26242476,-21.17668138,5.451721223,-1.401204477,0.010635516,-3.162267096,-5.653283338,-38.48827054,4.317119646,68.10203788
0.134412928,19.19245605,14.39564493,-19.98571355,4.466805957,-2.227119755,0.07355368,-3.209564552,-5.639933107,-38.50243554,4.329656416,68.10223654
8.844963426,15.8635691,13.34173177,-18.5298313,3.402632672,-3.044308794,0.136065919,-3.256472599,-5.626413225,-38.51656855,4.342196556,68.10243503
-9.215324603,0.307929284,11.32972152,-16.8473773,2.277467277,-3.851547477,0.19813529,-3.302983949,-5.612723861,-38.53066958,4.354740059,68.10263334
-3.362160977,-11.77178039,8.672461189,-14.97763195,1.109575666,-4.647611693,0.25972485,-3.349091314,-5.598865182,-38.5447386,4.367286918,68.10283149
4.532266525,-16.98639895,5.686439368,-12.96350826,-0.082785226,-5.431277325,0.320797656,-3.394787406,-5.584837353,-38.55877561,4.379837127,68.10302945
7.552910342,-17.18585464,2.670308199,-10.84809791,-1.281394341,-6.201320261,0.381316765,-3.440064935,-5.570640543,-38.5727806,4.392390677,68.10322725
7.193612921,-14.24044073,-0.175805181,-8.674482797,-2.46804041,-6.956516386,0.441245234,-3.484916615,-5.556274918,-38.58675355,4.404947564,68.10342487
4.823193961,-9.592299536,-2.77490182,-6.485744606,-3.624512382,-7.695641586,0.50054612,-3.529335156,-5.541740645,-38.60069444,4.417507778,68.10362231
1.763547737,-4.59115438,-5.075476333,-4.324965011,-4.732599207,-8.417471746,0.559182481,-3.573313271,-5.527037891,-38.61460328,4.430071315,68.10381959
-1.509953175,0.259586244,-7.025816477,-2.235225691,-5.774089836,-9.120782753,0.617117373,-3.616843671,-5.512166823,-38.62848004,4.442638165,68.10401669
-4.836820204,4.831397852,-8.574210008,-0.259608323,-6.730773218,-9.804350493,0.674313854,-3.659919068,-5.497127607,-38.64232472,4.455208324,68.10421361
-7.101568225,9.130759405,-9.668944682,1.558805415,-7.584438304,-10.46695085,0.73073498,-3.702532174,-5.481920412,-38.6561373,4.467781783,68.10441037
-5.206260183,12.03169794,-10.25831045,3.176936043,-8.316874043,-11.10735971,0.786343809,-3.7446757,-5.466545403,-38.66991778,4.480358537,68.10460695
-0.770084215,13.06537404,-10.2907268,4.551825241,-8.909869385,-11.72435297,0.841103398,-3.786342359,-5.451002747,-38.68366613,4.492938577,68.10480335
4.905538695,12.6365288,-9.717814861,5.642368685,-9.34521328,-12.31670649,0.894976803,-3.827524861,-5.435292613,-38.69738236,4.505521897,68.10499959
6.152339916,10.75989092,-8.536283909,6.420486164,-9.605770609,-12.88319618,0.947927083,-3.868215919,-5.419415165,-38.71106643,4.51810849,68.10519565
3.020005046,8.065048648,-6.882633631,6.889731457,-9.678930794,-13.42273073,0.999917293,-3.908408245,-5.403370572,-38.72471836,4.530698349,68.10539154
-2.797055948,4.244740755,-4.930139163,7.065999028,-9.555074104,-13.93466811,1.050910492,-3.948094549,-5.387159,-38.73833812,4.543291467,68.10558725
-4.968234104,-1.014492984,-2.852744167,6.973638448,-9.23256232,-14.41817138,1.100869736,-3.987267545,-5.370780616,-38.75192569,4.555887838,68.10578279
-0.37994032,-7.27909293,-0.824392304,6.65312398,-8.725721468,-14.87256404,1.149758082,-4.025919943,-5.354235588,-38.76548108,4.568487454,68.10597816
2.401065045,-10.45514998,0.980972764,6.151117655,-8.054095821,-15.2981391,1.197538588,-4.064044455,-5.337524081,-38.77900427,4.581090308,68.10617335
0.207833769,-8.268897238,2.430944815,5.513712527,-7.237625677,-15.69543198,1.24417431,-4.101633794,-5.320646264,-38.79249524,4.593696394,68.10636837
-3.744776179,-2.669694174,3.56255958,4.778879896,-6.296251332,-16.06497806,1.289628305,-4.138680671,-5.303602302,-38.80595398,4.606305704,68.10656322
-4.597772255,3.308635096,4.468927933,3.968845974,-5.249913085,-16.40731277,1.333863632,-4.175177797,-5.286392363,-38.81938049,4.618918232,68.10675789
-0.532683008,7.962787555,5.251745582,3.097241482,-4.11854058,-16.72297149,1.376843345,-4.211117884,-5.269016614,-38.83277475,4.63153397,68.1069524
4.773745448,9.754677749,6.008295314,2.182013685,-2.921967081,-17.01248964,1.418530504,-4.246493645,-5.251475221,-38.84613675,4.644152912,68.10714672
6.697675515,7.350662386,6.76373554,1.265632758,-1.679775062,-17.27640262,1.458888165,-4.28129779,-5.233768352,-38.85946647,4.656775051,68.10734088
0.195797497,0.925972971,7.331141015,0.413089362,-0.411386529,-17.51524583,1.497879385,-4.315523032,-5.215896174,-38.87276391,4.66940038,68.10753486
-6.941336808,-5.940669814,7.473971601,-0.308462281,0.863877174,-17.72955467,1.53546722,-4.349162082,-5.197858853,-38.88602905,4.682028892,68.10772867
-5.635969735,-9.867751147,6.974925182,-0.851312068,2.126900792,-17.91986454,1.571614729,-4.382207653,-5.179656556,-38.89926189,4.694660579,68.1079223
-4.45800227,-10.09740701,5.701391367,-1.211465733,3.358902639,-18.08671086,1.606284968,-4.414652455,-5.161289451,-38.9124624,4.707295436,68.10811577
-4.75124932,-7.65215419,3.732037178,-1.403453091,4.542642421,-18.23062902,1.639440995,-4.4464892,-5.142757703,-38.92563058,4.719933455,68.10830906
-1.726067697,-3.635504743,1.305365628,-1.446495354,5.663272428,-18.35215442,1.671045866,-4.477710601,-5.124061482,-38.93876642,4.732574629,68.10850217
2.185389541,1.08176859,-1.310928299,-1.362849904,6.708846072,-18.45182248,1.701062638,-4.508309369,-5.105200955,-38.9518699,4.745218951,68.10869512
4.885406916,6.094455491,-3.849149617,-1.177646615,7.670289262,-18.53016859,1.729454369,-4.538278216,-5.086176294,-38.96494101,4.757866415,68.10888789
8.899908691,10.3337059,-6.041603343,-0.917296152,8.539808697,-18.58772815,1.756184116,-4.567609853,-5.066987674,-38.97797972,4.770517013,68.10908048
10.01405301,12.25166064,-7.620819257,-0.608391634,9.309793527,-18.62503658,1.781214935,-4.596296993,-5.047635266,-38.99098602,4.783170738,68.10927291
10.12017807,11.54920513,-8.371576202,-0.281201771,9.972632903,-18.64262981,1.804510431,-4.624332346,-5.028119246,-39.0039599,4.795827584,68.10946516
8.386399479,8.394197675,-8.293052738,0.025654156,10.52071598,-18.64105181,1.826042207,-4.651708625,-5.008439785,-39.01690132,4.808487543,68.10965724
5.629103596,3.700944092,-7.47282909,0.297240271,10.9464319,-18.62087205,1.845807419,-4.678418551,-4.988597059,-39.02981028,4.82115061,68.10984914
1.265822663,-1.654972528,-6.015067555,0.532779603,11.24216982,-18.58267291,1.863816137,-4.70445489,-4.968591239,-39.04268675,4.833816775,68.11004088
-5.15839638,-6.765483792,-4.025882204,0.733446958,11.40031889,-18.52703851,1.880080321,-4.729810535,-4.948422499,-39.05553073,4.846486034,68.11023244
-6.362918274,-11.96810962,-1.611387108,0.900417138,11.41320529,-18.45448999,1.894612529,-4.754478977,-4.928091013,-39.06834218,4.859158379,68.11042382
-5.466806706,-15.41080777,1.122440447,1.033629025,11.27418655,-18.36534395,1.907426706,-4.778455095,-4.907596954,-39.08112109,4.871833803,68.11061504
-7.178533259,-14.80880681,4.036301866,1.125953632,10.98381154,-18.26004043,1.918538191,-4.801735159,-4.886940496,-39.09386745,4.884512301,68.11080608
-11.37041901,-9.748154388,6.855567146,1.160476926,10.55244941,-18.13905473,1.927963428,-4.824316549,-4.866121812,-39.10658123,4.897193864,68.11099694
-16.07819388,-0.647643206,9.271760173,1.117965115,9.992786062,-18.00285911,1.935719336,-4.846197112,-4.845141078,-39.11926242,4.909878487,68.11118764
-1.212151448,9.908492107,10.97641042,0.979228568,9.317463205,-17.85192584,1.941822991,-4.867374792,-4.823998535,-39.131911,4.922566162,68.11137816
9.332364989,17.78106665,11.6599539,0.726383333,8.538910346,-17.68672717,1.946291568,-4.887847413,-4.802694638,-39.14452695,4.935256884,68.11156851
17.24763889,17.96644939,11.04821567,0.353186813,7.669345949,-17.50773538,1.94914253,-4.907612968,-4.781229964,-39.15711026,4.947950645,68.11175869
-16.80645047,8.33941974,9.101695089,-0.11717055,6.720874881,-17.31542272,1.950394027,-4.926670118,-4.75960511,-39.1696609,4.960647439,68.11194869
-14.70694548,-3.792005805,6.127519619,-0.654422926,5.705583111,-17.11026146,1.950064892,-4.945018206,-4.737820671,-39.18217886,4.973347258,68.11213852
-1.209333448,-13.82808216,2.509533041,-1.228304487,4.635556614,-16.89272386,1.948174634,-4.962657252,-4.715877243,-39.19466411,4.986050098,68.11232818
9.49064132,-19.34880725,-1.368420863,-1.808549403,3.52288136,-16.66328218,1.944743102,-4.979587614,-4.693775424,-39.20711666,4.99875595,68.11251766
14.58720909,-19.21072795,-5.145923928,-2.364891844,2.379643322,-16.4224087,1.939790316,-4.995809799,-4.671515833,-39.21953646,5.011464808,68.11270698
12.90578938,-12.68894968,-8.575188691,-2.867065982,1.217928472,-16.17057566,1.933336514,-5.011324488,-4.649099135,-39.23192351,5.024176666,68.11289612
6.573171052,-2.1008086,-11.5075663,-3.284805987,0.049822781,-15.90825534,1.925402502,-5.026132911,-4.626526009,-39.24427779,5.036891516,68.11308508
-0.632041623,8.60347198,-13.81333616,-3.58784603,-1.112587777,-15.63592,1.916009971,-5.040237171,-4.603797153,-39.25659927,5.049609352,68.11327388
-5.781477523,16.32390189,-15.36277765,-3.745920281,-2.257217231,-15.35404189,1.905181206,-5.053639952,-4.580913272,-39.26888795,5.062330168,68.1134625
-8.156764734,20.17049017,-16.0261702,-3.728162737,-3.372579784,-15.0630933,1.892939125,-5.066344568,-4.557875078,-39.28114381,5.075053957,68.11365095
-8.37773464,20.61713843,-15.67951565,-3.510509789,-4.450354035,-14.76354647,1.87930718,-5.078354863,-4.534683285,-39.29336682,5.087780711,68.11383922
-7.332927331,18.52789681,-14.26907189,-3.106175972,-5.486124279,-14.45587367,1.864309148,-5.089675012,-4.511338602,-39.30555696,5.100510425,68.11402733
-5.09845089,14.13480401,-11.93628387,-2.541687666,-6.47739642,-14.14054716,1.847968932,-5.100309314,-4.487841739,-39.31771423,5.113243092,68.11421526
-1.372261504,7.430429628,-8.869962707,-1.843980702,-7.422583581,-13.81803922,1.830310504,-5.11026214,-4.464193404,-39.3298386,5.125978705,68.11440302
3.908845483,-1.203817588,-5.258919491,-1.03969043,-8.32039936,-13.48882209,1.811357856,-5.119537878,-4.440394307,-39.34193005,5.138717257,68.1145906
9.018946154,-10.2874003,-1.291965331,-0.155415845,-9.169593717,-13.15336805,1.791135008,-5.128140944,-4.416445159,-39.35398857,5.151458742,68.11477801
10.70119084,-17.51885543,2.842088672,0.782244061,-9.96891661,-12.81214936,1.769665988,-5.136075757,-4.392346675,-39.36601414,5.164203153,68.11496525
9.308344904,-20.96146876,6.959565245,1.746690296,-10.717118,-12.46563828,1.746974824,-5.143346705,-4.368099601,-39.37800673,5.176950483,68.11515232
4.237310171,-19.79501875,10.88914333,2.711323867,-11.41294784,-12.11430707,1.723085541,-5.149958118,-4.34370474,-39.38996634,5.189700726,68.11533922
-2.713448354,-14.1632228,14.43187764,3.649545782,-12.05515609,-11.758628,1.698022168,-5.155914283,-4.319162939,-39.40189294,5.202453875,68.11552594
-12.18289409,-4.314024374,17.38047737,4.534757048,-12.64249272,-11.39907333,1.671808732,-5.161219479,-4.294475053,-39.41378652,5.215209924,68.11571249
-5.658503209,8.203187404,19.52761012,5.340358673,-13.17370768,-11.03611532,1.64446926,-5.165877983,-4.269641939,-39.42564706,5.227968865,68.11589887
2.191385069,18.64988647,20.66594349,6.039751663,-13.64755092,-10.67022625,1.616027778,-5.169894065,-4.24466446,-39.43747453,5.240730692,68.11608507
11.75561123,20.81036704,20.58455908,6.609923029,-14.06277242,-10.30187836,1.586508316,-5.173271987,-4.219543488,-39.44926893,5.253495399,68.1162711
1.18886102,11.65277791,19.12734174,7.04335668,-14.41817727,-9.931488778,1.555934899,-5.176015989,-4.194279918,-39.46103024,5.266262978,68.11645696
-11.33481986,-2.625292706,16.41117941,7.340734103,-14.71280553,-9.55923967,1.524331554,-5.178130285,-4.168874669,-39.47275842,5.279033423,68.11664265
-7.038506951,-13.92943553,12.62210729,7.503872924,-14.94579301,-9.18520069,1.49172231,-5.179619081,-4.143328666,-39.48445348,5.291806728,68.11682816
2.375754552,-20.01627165,7.946160573,7.534395695,-15.11609479,-8.809427153,1.458131194,-5.18048658,-4.117642844,-39.49611539,5.304582885,68.11701351
8.120448421,-20.56354529,2.585968671,7.433193232,-15.2219449,-8.431963688,1.423582232,-5.18073697,-4.091818146,-39.50774413,5.317361888,68.11719868
9.245168001,-16.03945382,-3.16249547,7.200398066,-15.26088311,-8.052790884,1.388099451,-5.180374423,-4.065855535,-39.51933968,5.330143731,68.11738367
6.377516848,-7.491606095,-8.8818576,6.837022229,-15.23138629,-7.671831761,1.35170688,-5.179403101,-4.039755982,-39.53090203,5.342928406,68.1175685
1.598274531,2.564486053,-14.14001653,6.346066436,-15.13377613,-7.289153178,1.314428545,-5.177827153,-4.013520472,-39.54243116,5.355715907,68.11775315
-3.065005133,11.66959652,-18.50793104,5.732472219,-14.97022908,-6.904908058,1.276288474,-5.175650724,-3.987149994,-39.55392705,5.368506228,68.11793763
-5.935232008,17.71496288,-21.55655989,5.001897886,-14.74362642,-6.519261264,1.237310693,-5.172877954,-3.960645542,-39.56538968,5.381299361,68.11812194
-6.884512934,20.14101966,-22.85686186,4.160104388,-14.45695208,-6.132377661,1.197519231,-5.169512982,-3.934008109,-39.57681903,5.3940953,68.11830607
-5.887239786,18.62446911,-22.11597747,3.215056349,-14.11319455,-5.744422112,1.156938114,-5.165559947,-3.907238692,-39.58821509,5.406894039,68.11849004
-3.422312483,13.88245199,-19.58577424,2.183514861,-13.7153423,-5.355559481,1.115591369,-5.161022984,-3.880338288,-39.59957784,5.41969557,68.11867383
0.378088853,6.419371957,-15.65430146,1.084440136,-13.26638383,-4.965954632,1.073503023,-5.155906231,-3.853307894,-39.61090726,5.432499887,68.11885745
4.979912511,-2.858495778,-10.7096084,-0.063207616,-12.76930761,-4.575772429,1.030697105,-5.150213824,-3.826148508,-39.62220333,5.445306984,68.11904089
8.209237992,-11.4050072,-5.139744345,-1.240468186,-12.22710212,-4.185177735,0.987197641,-5.143949898,-3.798861127,-39.63346604,5.458116853,68.11922417
8.641693344,-17.42361177,0.667286343,-2.428381362,-11.64275585,-3.794335414,0.943028659,-5.137118589,-3.771446751,-39.64469536,5.470929488,68.11940727
4.987515024,-19.23630869,6.367420635,-3.607986934,-11.01925728,-3.40341033,0.898214185,-5.129724031,-3.743906377,-39.65589128,5.483744883,68.1195902
-1.846598206,-16.6941961,11.74923216,-4.760324691,-10.3595949,-3.012567348,0.852778246,-5.12177036,-3.716241005,-39.66705378,5.49656303,68.11977295
-8.8374395,-10.56882224,16.47523653,-5.866424783,-9.66676682,-2.621971329,0.806744871,-5.113261711,-3.688451633,-39.67818285,5.509383923,68.11995554
-11.8310728,-1.540009582,20.16549439,-6.907217315,-8.943871215,-2.23178714,0.760138087,-5.104202217,-3.660539261,-39.68927845,5.522207555,68.12013795
3.893750398,8.545106914,22.44006643,-7.863376809,-8.194261831,-1.842179643,0.71298192,-5.094596015,-3.632504887,-39.70034059,5.53503392,68.12032019
10.55620107,16.12146984,22.91902566,-8.715528658,-7.421353904,-1.453313702,0.665300397,-5.084447238,-3.604349511,-39.71136923,5.547863011,68.12050226
13.56368802,17.91287597,21.24770548,-9.446650638,-6.628562665,-1.06535418,0.617117547,-5.073760022,-3.576074131,-39.72236436,5.560694821,68.12068415
-1.389097475,11.8815212,17.32498195,-10.04894478,-5.81930335,-0.678465943,0.568457396,-5.062538501,-3.547679746,-39.73332597,5.573529344,68.12086588
-14.81667926,1.875162729,11.68568788,-10.51695039,-4.996956882,-0.292813853,0.519343972,-5.05078681,-3.519167356,-39.74425403,5.586366573,68.12104743
-8.067484611,-7.217225244,5.017342564,-10.84540041,-4.16471057,0.091437225,0.469801301,-5.038509085,-3.490537958,-39.75514852,5.599206501,68.12122881
3.458987402,-13.48559673,-1.992534724,-11.02936761,-3.325411859,0.474122428,0.419853412,-5.025709459,-3.461792553,-39.76600944,5.612049121,68.12141001
11.85140026,-16.39806829,-8.656424702,-11.06444606,-2.481386941,0.855076893,0.36952433,-5.012392068,-3.432932139,-39.77683676,5.624894428,68.12159105
15.46417144,-15.70305514,-14.30226345,-10.94695781,-1.634233982,1.234135754,0.318838084,-4.998561046,-3.403957714,-39.78763045,5.637742414,68.12177191
15.18742757,-12.81946684,-18.40320184,-10.67364474,-0.78513135,1.611134149,0.267818701,-4.984220529,-3.374870279,-39.79839052,5.650593072,68.1219526
12.00938954,-8.877746512,-20.81895143,-10.24131828,0.064812156,1.985907213,0.216490208,-4.969374651,-3.345670831,-39.80911693,5.663446396,68.12213312
6.499535581,-4.356072999,-21.64088528,-9.64865025,0.914487959,2.358290083,0.164876632,-4.954027546,-3.31636037,-39.81980966,5.67630238,68.12231347
-1.908773927,1.441024794,-20.98863177,-8.903589176,1.76278748,2.728117895,0.113002,-4.93818335,-3.286939895,-39.83046871,5.689161016,68.12249364
-12.68247764,8.109316985,-18.97261458,-8.023288318,2.608602141,3.095225786,0.06089034,-4.921846198,-3.257410404,-39.84109405,5.702022298,68.12267364
-21.17682625,13.32288574,-15.70142125,-7.026737077,3.450823364,3.45944889,0.008565678,-4.905020224,-3.227772897,-39.85168567,5.714886219,68.12285347
16.47983696,14.68899754,-11.28373104,-5.932924854,4.28834257,3.820622345,-0.043947957,-4.887709563,-3.198028372,-39.86224354,5.727752773,68.12303313
22.22598502,11.91013645,-5.880257103,-4.760841047,5.120051182,4.178581287,-0.09662654,-4.869918348,-3.168177828,-39.87276765,5.740621953,68.12321262
19.77781962,5.9482599,0.121085391,-3.529475059,5.944840622,4.533160851,-0.149446053,-4.851650706,-3.138222265,-39.88325798,5.753493752,68.12339193
11.03207216,-1.679730357,6.1869072,-2.257816288,6.76160231,4.884196175,-0.202382493,-4.832910746,-3.108162681,-39.89371452,5.766368164,68.12357107
-7.971782113,-8.885934564,11.71007727,-0.964854135,7.56922767,5.231522394,-0.255411882,-4.813702555,-3.078000076,-39.90413724,5.779245181,68.12375004
-24.6175814,-13.69777165,16.07209667,0.330422,8.366608122,5.574974644,-0.308510313,-4.794030147,-3.047735447,-39.91452612,5.792124798,68.12392884
-22.4822753,-14.50046834,18.77538565,1.609022716,9.15263509,5.914388062,-0.361653975,-4.77389744,-3.017369795,-39.92488116,5.805007007,68.12410747
-15.95471261,-11.6939965,19.60900884,2.851958613,9.926199994,6.249597784,-0.414819198,-4.753308212,-2.986904117,-39.93520232,5.817891802,68.12428592
-6.566724567,-6.473100888,18.80751479,4.04251165,10.68619426,6.580438946,-0.467982422,-4.732266131,-2.956339413,-39.9454896,5.830779176,68.12446421
16.80475806,0.100862106,16.69801999,5.173107025,11.4315093,6.906746684,-0.521120152,-4.710774799,-2.925676683,-39.95574297,5.843669123,68.12464232
25.4567487,6.732591883,13.60482162,6.238989285,12.16103654,7.228356135,-0.574208934,-4.688837778,-2.894916924,-39.96596242,5.856561636,68.12482025
27.56401991,12.06902872,9.850891937,7.23672786,12.87366741,7.545102434,-0.627225328,-4.666458614,-2.864061135,-39.97614793,5.869456708,68.12499802
19.20432493,15.41489254,5.768126134,8.16320895,13.56829333,7.856820718,-0.680145906,-4.643640845,-2.833110317,-39.98629948,5.882354333,68.12517562
1.897699345,16.36216753,1.698872756,9.015318754,14.24380571,8.163346122,-0.73294724,-4.620388005,-2.802065467,-39.99641705,5.895254503,68.12535304
-16.52998791,15.43088599,-2.138401068,9.789943473,14.89909598,8.464513784,-0.785605905,-4.596703628,-2.770927584,-40.00650063,5.908157213,68.12553029
-27.76860758,12.82172357,-5.660131951,10.4839693,15.53305556,8.76015884,-0.838098475,-4.572591245,-2.739697668,-40.01655019,5.921062455,68.12570737
-29.49449002,9.028915226,-8.809856097,11.09428245,16.14457588,9.050116424,-0.890401525,-4.548054391,-2.708376717,-40.02656572,5.933970223,68.12588428
-24.12911627,4.271846486,-11.53110971,11.61776911,16.73254835,9.334221675,-0.94249163,-4.523096597,-2.676965731,-40.03654721,5.94688051,68.12606101
-16.89563754,-0.938426862,-13.76742899,12.05131548,17.2958644,9.612309727,-0.994345364,-4.497721398,-2.645465708,-40.04649462,5.959793309,68.12623758
-8.837284411,-6.310769719,-15.46235015,12.39180776,17.83341545,9.884215718,-1.045939301,-4.471932327,-2.613877647,-40.05640796,5.972708615,68.12641397
0.428294144,-11.57962856,-16.5598768,12.63655411,18.34413838,10.14977478,-1.097250017,-4.445732916,-2.582202547,-40.06628718,5.98562642,68.12659019
12.50601487,-16.24201559,-17.00707072,12.78560623,18.82728468,10.40882206,-1.148254085,-4.419126698,-2.550441407,-40.07613229,5.998546717,68.12676624
23.79581323,-19.97996173,-16.75699342,12.84441581,19.28270559,10.66119268,-1.19892808,-4.392117206,-2.518595226,-40.08594326,6.0114695,68.12694211
31.11434942,-22.51131503,-15.76750509,12.82209844,19.71047952,10.90672178,-1.249248578,-4.364707974,-2.486665003,-40.09572007,6.024394762,68.12711782
31.95629631,-23.50873934,-14.02879646,12.72687719,20.11071107,11.14524451,-1.299192151,-4.336902534,-2.454651737,-40.10546271,6.037322497,68.12729335
27.35353312,-22.45202466,-11.65072727,12.56656915,20.48349964,11.37659599,-1.348735375,-4.30870442,-2.422556427,-40.11517115,6.050252697,68.12746871
17.88724965,-19.80708982,-8.776339045,12.34899363,20.82894241,11.60061136,-1.397854825,-4.280117165,-2.390380071,-40.12484538,6.063185357,68.1276439
3.504104567,-15.3744641,-5.549531685,12.08197008,21.14713642,11.81712576,-1.446527074,-4.251144301,-2.358123669,-40.13448539,6.076120469,68.12781892
-17.39996919,-9.553963196,-2.114192956,11.77331797,21.43817868,12.02597432,-1.494728697,-4.221789362,-2.32578822,-40.14409114,6.089058027,68.12799377
-32.99552821,-2.608913296,1.385789371,11.43085677,21.70216622,12.22699218,-1.54243627,-4.192055881,-2.293374722,-40.15366264,6.101998024,68.12816844
-31.01161997,5.495850339,4.806527528,11.06240424,21.93919776,12.42001448,-1.589626366,-4.16194739,-2.260884174,-40.16319984,6.114940454,68.12834295
-19.52930035,13.67750082,8.004133745,10.67574816,22.14940201,12.60487635,-1.63627556,-4.131467423,-2.228317576,-40.17270275,6.127885309,68.12851728
0.644650512,21.44893551,10.83472025,10.27849278,22.33309119,12.78141293,-1.682360426,-4.100619513,-2.195675926,-40.18217134,6.140832584,68.12869144
24.81553403,27.91097027,13.15439928,9.877820821,22.4909991,12.94945935,-1.727857539,-4.069407193,-2.162960223,-40.19160559,6.153782271,68.12886543
33.18064424,32.26242827,14.81928307,9.480655627,22.62411886,13.10885076,-1.772743474,-4.037833996,-2.130171467,-40.20100549,6.166734364,68.12903924
33.65242325,33.89698466,15.68548383,9.093867014,22.73349715,13.25942228,-1.816994805,-4.005903455,-2.097310656,-40.21037102,6.179688856,68.12921289
21.20191968,32.18721109,15.65234431,8.723588344,22.82018357,13.40100905,-1.860588107,-3.973619103,-2.064378788,-40.21970215,6.19264574,68.12938636
